payout_id,investor,amount_gross,fees_total,amount_net,method,status,requested_at,settled_at,calculation_period,items,external_reference,idempotency_key,trace_id,created_at,updated_at
14097375-ab57-48af-bcb6-e001f591dd4a,4999ff04-e0f5-4aee-ae37-b75da9f25adf,1001.00,10.01,990.99,pix,settled,2025-09-28T12:00:00,2025-09-24T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-82d8af48,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
22a590ea-4a80-466a-8a2e-ca319ea1df7f,7e23d76e-f7ed-4058-984b-d3da05a7419d,1739.00,17.39,1721.61,pix,settled,2025-09-21T12:00:00,2025-09-25T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-5f254e94,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
acb00e33-488e-4fa9-99ee-ee9589303b99,b125859c-4e2a-4d8b-a32b-23ed8126bf30,1988.00,19.88,1968.12,pix,processing,2025-09-20T12:00:00,2025-10-01T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-1e823fa0,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
3e498f68-86e2-4234-93ce-4165706d974c,8830ad5c-8737-4a26-8f74-e0556b7f03f4,1968.00,19.68,1948.32,pix,processing,2025-09-22T12:00:00,2025-09-24T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-425acbc9,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
3c176a64-3a9c-47c1-99de-721494dfc951,9549f45d-a317-4fe1-b713-0b3cb2b8cf70,137.00,1.37,135.63,pix,settled,2025-10-03T12:00:00,2025-09-30T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-a32e55c6,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
8c559e5c-d829-41ab-a1e1-cce72437054d,05846cba-ad98-41eb-9563-dba41d9e619d,817.00,8.17,808.83,wallet,settled,2025-09-19T12:00:00,2025-09-24T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-30c94993,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
2ce744db-b30d-493d-9353-26c432ba4c52,7431c656-65ea-46a9-b93d-d040346d706c,442.00,4.42,437.58,pix,processing,2025-09-20T12:00:00,2025-09-25T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-b5bafdcf,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
86a49786-6853-4214-8cc9-a4be56309960,64e475c1-91ff-4fa9-b232-eeee559408dc,1011.00,10.11,1000.89,pix,settled,2025-09-23T12:00:00,2025-09-28T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-52790e33,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
2273faf4-79f1-49f8-a42f-4a7a80ffcb8a,88ac0eba-a8ef-4c87-91dc-aa4b642efb65,1438.00,14.38,1423.62,ted,processing,2025-10-01T12:00:00,2025-09-27T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-8f028cc4,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
b11260f3-8f2b-49e0-858c-13d80ba9957b,b468df45-831f-4490-ba7e-8953bd54f749,649.00,6.49,642.51,pix,settled,2025-09-26T12:00:00,2025-09-25T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-b0aa9884,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
859fa10a-fbbf-4865-ad3a-c610b69541ad,018827d3-ebff-4c52-89c0-34c62b53203d,1729.00,17.29,1711.71,pix,processing,2025-09-19T12:00:00,2025-10-04T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-2c4c83e6,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
a22a7bb6-6535-43c4-8864-4fadfbdd59b9,c059cf4d-807d-43ee-9a81-816912c21cb2,956.00,9.56,946.44,pix,processing,2025-10-03T12:00:00,2025-09-25T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-9f27d6eb,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
b23770a3-319b-426e-8212-96a2447121d3,a5169d48-d67b-48bc-be7a-81daf6d57646,281.00,2.81,278.19,pix,settled,2025-10-02T12:00:00,2025-09-29T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-4b81b2d9,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
7a897ce6-2473-419d-b939-9966e991a041,83851878-1f75-4606-a3ee-25775ec59777,61.00,0.61,60.39,wallet,settled,2025-09-30T12:00:00,2025-09-24T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-b2ff80de,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
08cb2f58-e80b-405c-8c24-640de89a9c05,bf407593-3906-4d2e-ae12-d339787f312b,498.00,4.98,493.02,pix,processing,2025-09-28T12:00:00,2025-09-29T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-370dac81,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
ceb9c13b-3365-45c8-b7ac-23aa549cc9f2,370799a8-65ed-4050-8081-defbd8fe83bc,817.00,8.17,808.83,pix,processing,2025-09-26T12:00:00,2025-09-25T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-4ce57408,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
73e866c2-bbaa-42a9-acec-babc4f371c0f,de3d04bd-6707-40bf-aa41-d8b78cc0c07d,1285.00,12.85,1272.15,pix,settled,2025-09-26T12:00:00,2025-09-25T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-6048d91c,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
c1d22ba9-e27a-459d-a396-b8155d222164,5b53f8a2-68be-44e0-9078-7616bfb934af,459.00,4.59,454.41,pix,processing,2025-09-25T12:00:00,2025-09-27T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-294728ac,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
a9a4e2dc-e6c4-4217-bd3c-ba4241138e8c,567e1928-ae4c-4911-98c9-40b8d19aed22,117.00,1.17,115.83,wallet,processing,2025-10-02T12:00:00,2025-09-26T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-9bd98c87,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
a682b66d-a8e5-456d-a3c3-56cd92188331,ae3aaf0d-5dee-41ee-b93a-8696358692a7,1786.00,17.86,1768.14,wallet,processing,2025-09-28T12:00:00,2025-09-29T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-680736e9,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
25c63d1f-19c1-4a34-9483-4e326056ed5c,e07d2360-2188-4211-ac70-48b272ce73f9,1683.00,16.83,1666.17,pix,processing,2025-09-23T12:00:00,2025-09-30T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-a31f16ff,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
a80acd2a-aedf-4a87-8c05-011b65a112de,61475d31-312d-4b28-90a7-7c9cf8903e1d,1513.00,15.13,1497.87,pix,settled,2025-09-22T12:00:00,2025-09-29T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-bb2d86c1,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
c3f68272-0a30-40e1-9c58-d7b548cbf48c,5f1b06a4-2769-44d0-aad2-c0f8d4322022,1377.00,13.77,1363.23,pix,processing,2025-09-20T12:00:00,2025-10-02T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-9bec35ab,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
bbce552c-9a79-4743-b7c5-252dd8a67191,d6e8f77e-d5cf-48ff-b695-9221d80f8816,1291.00,12.91,1278.09,ted,settled,2025-09-26T12:00:00,2025-10-04T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-090299e7,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
46d664c5-0b16-41b1-9647-a7f0ad13120c,25173b62-5d40-4b08-9d23-3a7a5011f19e,1304.00,13.04,1290.96,pix,settled,2025-09-29T12:00:00,2025-09-26T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-0c6f7d6f,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
7daf8293-bf61-4457-a01e-85969a0cee6c,ae17f3eb-02c8-4651-8a3a-ca1d9e6c228a,1217.00,12.17,1204.83,wallet,processing,2025-10-02T12:00:00,2025-10-01T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-5071935f,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
b47af7b6-d2e4-4753-b855-33d9e579b1dc,703e3589-d568-4804-80df-171767c9369d,219.00,2.19,216.81,ted,processing,2025-09-24T12:00:00,2025-09-30T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-5e2eee30,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
16e9d7cf-12a9-4d6b-b8e4-ad7c21cf51c7,f2f0e688-7b95-49ab-b940-af06b87211d6,884.00,8.84,875.16,pix,processing,2025-10-03T12:00:00,2025-09-25T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-d283bbac,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
4ef096fa-3086-4699-8137-76833ca7a821,da9436f6-d043-4ace-a6eb-36d9f546b8a3,1332.00,13.32,1318.68,pix,settled,2025-09-25T12:00:00,2025-10-03T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-981ad2cb,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
5179ddac-66d4-4325-9315-97e60dfde515,ddda6e5c-bc9b-4110-8597-859e6a811847,496.00,4.96,491.04,wallet,processing,2025-09-19T12:00:00,2025-09-25T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-3721172c,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
29c15fb7-5bf2-4ee0-a145-5d90c2a8eb42,c1bc62ae-194b-4362-a7a1-21eee8cee514,575.00,5.75,569.25,pix,settled,2025-09-30T12:00:00,2025-09-26T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-652fc7a3,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
d825ae14-5f23-489b-8159-9bffe8432719,6d73f270-6c56-495c-b96d-d317146f4a88,1080.00,10.80,1069.20,pix,processing,2025-09-23T12:00:00,2025-09-25T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-599cd2cd,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
3288cb87-b723-475b-8c32-30f28615b461,01831cb4-b72a-417b-8b7b-0e5900242412,1807.00,18.07,1788.93,pix,settled,2025-09-22T12:00:00,2025-09-26T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-79ed34f1,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
a835f5cf-2a7e-472e-880a-a558d54ac687,c757b4f9-5cbf-46d8-b5e1-f7ba267406d0,1963.00,19.63,1943.37,wallet,processing,2025-10-03T12:00:00,2025-09-30T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-fcfcf8a9,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
95ef6231-122e-407b-9d7b-2075ea3ae9f4,b43193e8-d249-4606-a2d0-27ee376dc92d,1161.00,11.61,1149.39,pix,settled,2025-09-24T12:00:00,2025-10-02T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-6017c1cb,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
9dee3836-527f-4020-b126-05766b4560d0,c7a58362-6d08-4b3d-91a5-503636d48536,796.00,7.96,788.04,pix,processing,2025-09-28T12:00:00,2025-09-28T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-0a49d383,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
c1deb894-6975-4f70-9d75-b8ee4306774e,610d76db-8e34-435b-9b02-4e377e5b80f3,920.00,9.20,910.80,wallet,settled,2025-09-28T12:00:00,2025-09-28T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-f4e4aeda,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
b7858bd5-d3c1-461b-aeeb-5015263e40b3,3ce6c491-a596-41cc-87ed-f1f649715f32,1137.00,11.37,1125.63,pix,processing,2025-09-22T12:00:00,2025-09-28T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-7eb24c3c,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
0a830b60-f9dd-4ae6-9bc8-4afb8e3b3ba2,5b74ede8-fed9-4068-9ab8-a7bbd0b5443b,1892.00,18.92,1873.08,ted,settled,2025-09-28T12:00:00,2025-10-02T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-47fe6c43,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
ac34152e-cf60-4786-991f-0ad962529a76,ce2e26ea-8752-4c53-a992-85d02e944ee7,1242.00,12.42,1229.58,ted,processing,2025-09-22T12:00:00,2025-09-24T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-91ab9072,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
96e5549b-1e06-46f3-9b4f-ae7d4e79fda1,eb86381b-c9f3-4fbc-a027-e6377293312d,1327.00,13.27,1313.73,wallet,processing,2025-10-03T12:00:00,2025-09-25T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-0acbc297,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
c6ac84db-c82d-43bc-96a7-85d7f732baf5,74f8eadf-3220-4e35-9563-3c0c072d0f1e,1270.00,12.70,1257.30,ted,processing,2025-09-25T12:00:00,2025-09-24T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-f01c317e,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
8a7a4af7-6836-47dc-a9b4-ee05e15ec177,d7355870-e906-48b6-8cc9-29c7dc4e496e,569.00,5.69,563.31,pix,settled,2025-09-21T12:00:00,2025-10-02T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-2edaac92,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
b6bc7cdd-1713-4878-a5e7-f17b73084710,c3ab5159-4754-4e93-8f11-b4e51ce3cd4d,1680.00,16.80,1663.20,pix,processing,2025-09-22T12:00:00,2025-09-25T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-61a1fcd9,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
0b3926bd-b356-4bdd-a075-4742fdd9d1d7,6d4f98f2-9a05-42f1-bbce-0578d8ef9f85,1653.00,16.53,1636.47,pix,settled,2025-09-20T12:00:00,2025-10-04T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-146292ae,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
e6fc873d-f2f9-4127-85d4-d7dde1833dc2,0588f21e-d1fc-4e2d-b472-4e42cf1ce447,672.00,6.72,665.28,pix,settled,2025-09-21T12:00:00,2025-09-27T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-ed69df85,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
3ebeedcb-c198-4706-b570-43e20aba8ab8,5b006d20-049d-4657-80af-df4c580e603d,1942.00,19.42,1922.58,ted,settled,2025-09-24T12:00:00,2025-09-28T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-04bb1b04,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
e83fbe34-907d-4a58-883b-9765fe1b4a8a,8ce43dc2-5f7f-49cf-b806-ec6a3200def3,1970.00,19.70,1950.30,pix,settled,2025-09-23T12:00:00,2025-10-01T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-d66c589c,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
bb6ef9fa-e356-40c7-9b4c-79c941eb268e,d5f7336c-824b-47c1-8c89-eeff1b796004,1583.00,15.83,1567.17,wallet,processing,2025-10-01T12:00:00,2025-09-29T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-96023d76,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
1789b15e-4de9-4f39-8f0f-5a4cfaabca44,9d02a644-a838-49f7-ae72-b678276f8a57,1978.00,19.78,1958.22,pix,processing,2025-09-22T12:00:00,2025-09-26T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-ef0e7b77,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
7d621fbe-1ff7-4d1f-8528-864be5f94cbf,d528c479-370f-41ea-ab39-1f3ef6bed4fd,1061.00,10.61,1050.39,pix,processing,2025-09-28T12:00:00,2025-10-02T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-9b4d262a,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
72832902-058c-45bb-a770-48fcc6bcbd38,84f950fd-d52f-461b-8aa4-ba8e73ac9afc,1840.00,18.40,1821.60,ted,processing,2025-09-25T12:00:00,2025-10-01T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-9e466740,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
30311506-78f8-4188-bf28-d253c36c0c84,381fa415-4e4e-4376-91e2-61916dfff3a8,213.00,2.13,210.87,pix,processing,2025-09-24T12:00:00,2025-10-02T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-b67cdc25,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
37b76bde-fbea-4883-b1d7-091fc52af802,500ea8fe-639c-4a05-9208-e39b37664420,1622.00,16.22,1605.78,wallet,settled,2025-09-24T12:00:00,2025-10-04T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-799b5a7f,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
f14bdc86-276e-4483-89d5-e1c752164ff9,82d9e366-d4ca-437d-9ff6-651ca43ef237,389.00,3.89,385.11,ted,processing,2025-09-22T12:00:00,2025-09-30T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-2ee39423,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
adee900c-a8fa-4d6d-acd6-f14363f22807,12b47b2b-54fd-446c-99d7-a19a2270d922,1968.00,19.68,1948.32,pix,processing,2025-09-30T12:00:00,2025-09-25T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-2792d922,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
dfa38ae7-2dc0-4f2d-bb74-94b4c5b46ae5,d2571649-c28e-40a6-8bb1-40926d3b5a71,568.00,5.68,562.32,pix,settled,2025-10-02T12:00:00,2025-09-27T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-b522a49c,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
ae42b2c0-510e-4337-8b3e-cc4abf185110,415cdb35-d506-4404-8ca6-6d7d9275503e,1368.00,13.68,1354.32,pix,processing,2025-09-30T12:00:00,2025-10-01T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-e62074e0,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
f6b7c992-44e3-48e9-a473-de0f2c5454f5,5ec0ea9f-da08-4e37-9c1f-ac607099217f,1288.00,12.88,1275.12,ted,settled,2025-09-24T12:00:00,2025-09-29T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-ede62ba9,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
19f9d02b-5a18-4d3b-b191-799ef1621683,05a3e04b-3f0c-4d53-95c1-1c3af326f5a8,724.00,7.24,716.76,pix,processing,2025-09-22T12:00:00,2025-09-26T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-f1d7fe42,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
96dc0284-3eff-4f22-86a4-3c506cbce81c,2b84d80d-f5a4-42b3-a4d4-bfd735684b7d,1441.00,14.41,1426.59,ted,settled,2025-09-24T12:00:00,2025-09-27T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-13130bce,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
cbcdaea3-4bc1-4d95-a163-d3815d980ee3,e1dfc4cf-c055-47fc-a40c-fa375b588cad,246.00,2.46,243.54,ted,processing,2025-09-21T12:00:00,2025-09-26T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-7d5aa7d0,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
2b48a066-f18d-4c74-a76a-0e13e5809a93,afd80b3c-05b2-4f20-8fe0-945f1a611b53,971.00,9.71,961.29,pix,processing,2025-09-30T12:00:00,2025-10-03T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-039c6f93,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
62efe2e9-1e2f-4c40-83a6-fd0302c14085,be6f0e9d-1e19-4238-b423-d302a8e88870,686.00,6.86,679.14,ted,settled,2025-10-01T12:00:00,2025-10-02T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-7589bb2f,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
ebb723a4-8dd6-4b33-8728-c97977c1c8d1,e6a4d7d6-aaec-403a-bd70-76740d95577e,138.00,1.38,136.62,ted,processing,2025-09-25T12:00:00,2025-09-25T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-db208d29,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
f4987a7e-3474-4d04-be62-8df8a4943330,7edb4592-1fd6-4612-9cc6-8b80540a4405,149.00,1.49,147.51,ted,processing,2025-09-19T12:00:00,2025-10-04T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-20067320,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
254b9915-b705-4008-80d4-af1d1974a9ad,0eb8f157-53f4-4f45-b495-a6ee27c12ac2,869.00,8.69,860.31,pix,settled,2025-09-20T12:00:00,2025-09-24T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-d99a9755,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
86f75f2b-0d3f-4e05-b479-9a078631f420,1344fd19-465f-4b85-85ec-26866eaf570e,1311.00,13.11,1297.89,pix,settled,2025-10-02T12:00:00,2025-09-27T12:00:00,"{""from"": ""2025-08-01"", ""to"": ""2025-08-31""}",[],,IK-4ea193c1,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
