payment_id,installment,contract,source,amount,paid_at,status,external_reference,reconciliation_batch,raw_payload,pix_transfer_key,end_to_end_id,transaction_key,request_control_key,idempotency_key,trace_id,created_at,updated_at
5337ad7c-40b2-4974-9bf3-6786bb573168,c8df0a7d-33d3-455a-b1a8-c2111963a144,04c68b2a-f92a-4cb3-b87a-63849d0a4d54,ted,2254.60,2025-10-04T12:00:00,processing,PAY-5337ad7c,,"{""nsu"": ""5337ad7c-40b""}",,E2E-5337ad7c-4,TRX-5337ad7c,REQ-5337ad7c,IK-5337ad7c,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
dc8683c9-d0f1-42a1-994b-7e00f5359688,76a27a5c-3d4c-44c8-a127-622e0a36a6c6,3427f74c-5561-4050-bda3-4b35fc09d98a,boleto,1424.74,2025-10-07T12:00:00,processing,PAY-dc8683c9,,"{""nsu"": ""dc8683c9-d0f""}",,E2E-dc8683c9-d,TRX-dc8683c9,REQ-dc8683c9,IK-dc8683c9,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
93109d74-1678-44b4-8dea-4b83c2c9975c,e5340f68-3302-450f-bce5-9dd1acdc066e,b9bfef1b-b538-4fc3-9801-933cd737b5e6,ted,510.96,2025-10-04T12:00:00,settled,PAY-93109d74,,"{""nsu"": ""93109d74-167""}",,E2E-93109d74-1,TRX-93109d74,REQ-93109d74,IK-93109d74,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
661fca8f-b9f8-45f2-ae14-94be9f90fdae,326a0faf-6dce-4aed-a1c3-de8d5ad95154,b972897b-58b0-4890-89a7-dbdfcf9e1460,pix,1364.88,2025-10-04T12:00:00,processing,PAY-661fca8f,,"{""nsu"": ""661fca8f-b9f""}",,E2E-661fca8f-b,TRX-661fca8f,REQ-661fca8f,IK-661fca8f,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
c175f5d2-edf0-44d7-8713-d5a2e73e2b4b,6632681f-7be9-413a-bd24-e967a0afab05,a49579b1-98c5-4bf9-ae1c-475e25ee1360,convenio,4523.96,2025-10-04T12:00:00,settled,PAY-c175f5d2,,"{""nsu"": ""c175f5d2-edf""}",,E2E-c175f5d2-e,TRX-c175f5d2,REQ-c175f5d2,IK-c175f5d2,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
7a8410e0-ac90-4193-8f7d-b99267bbf898,5d52471e-b164-4b56-ad65-21f81b8179e6,ac124226-377d-4bc6-ab7f-05d669990cf1,convenio,812.98,2025-10-09T12:00:00,settled,PAY-7a8410e0,,"{""nsu"": ""7a8410e0-ac9""}",,E2E-7a8410e0-a,TRX-7a8410e0,REQ-7a8410e0,IK-7a8410e0,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
a74873e0-7b72-48f9-ada3-44768cf57175,272b8342-ebe6-449b-9983-76c0814912ee,ce2de32c-fcb0-42b9-9656-5406ad2f6554,ted,1353.00,2025-10-04T12:00:00,settled,PAY-a74873e0,,"{""nsu"": ""a74873e0-7b7""}",,E2E-a74873e0-7,TRX-a74873e0,REQ-a74873e0,IK-a74873e0,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
73be10b1-b668-4bfa-b79b-293860707d87,afe9c24e-6e08-4fca-965c-cd8e07997bd1,d73d8cbf-624c-4f99-a195-a3da89151d3d,boleto,3703.11,2025-10-04T12:00:00,processing,PAY-73be10b1,,"{""nsu"": ""73be10b1-b66""}",,E2E-73be10b1-b,TRX-73be10b1,REQ-73be10b1,IK-73be10b1,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
d58bdce9-4ae9-4490-9e82-064f99408f74,9cbf9652-939f-4562-97e1-4b0ff9d1d068,2b6694bd-8033-4848-9c89-ed28f09df77b,pix,1900.06,2025-10-04T12:00:00,settled,PAY-d58bdce9,,"{""nsu"": ""d58bdce9-4ae""}",,E2E-d58bdce9-4,TRX-d58bdce9,REQ-d58bdce9,IK-d58bdce9,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
ca8de6cf-fffc-444b-8d1f-38314e2a6141,8d9ca5b9-a662-49f4-ae10-023df4c3d44c,41e75563-c478-4320-8a0a-f577577a8d76,ted,1827.43,2025-10-04T12:00:00,settled,PAY-ca8de6cf,,"{""nsu"": ""ca8de6cf-fff""}",,E2E-ca8de6cf-f,TRX-ca8de6cf,REQ-ca8de6cf,IK-ca8de6cf,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
0c12f159-d62d-48ed-8205-3f90ac668f40,46f1e0f9-b61b-4e94-b23c-b7cc707f376b,fa85e699-d199-45a4-a990-81ae83b73109,convenio,1809.89,2025-10-04T12:00:00,settled,PAY-0c12f159,,"{""nsu"": ""0c12f159-d62""}",,E2E-0c12f159-d,TRX-0c12f159,REQ-0c12f159,IK-0c12f159,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
8b70e59e-95ff-43fd-9167-882f04f29691,c24bbc08-ddd5-441c-b883-b2db7070b315,f695621e-1586-425a-9840-a375524a5e1e,convenio,2195.35,2025-10-04T12:00:00,settled,PAY-8b70e59e,,"{""nsu"": ""8b70e59e-95f""}",,E2E-8b70e59e-9,TRX-8b70e59e,REQ-8b70e59e,IK-8b70e59e,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
66e83278-33a3-4184-bba1-d317b83a455a,68490df7-adb9-4aba-a0b9-10ef660afb73,81d9cd65-4c54-450e-b4de-112ebfc1f8df,pix,1500.51,2025-10-04T12:00:00,settled,PAY-66e83278,,"{""nsu"": ""66e83278-33a""}",,E2E-66e83278-3,TRX-66e83278,REQ-66e83278,IK-66e83278,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
1c472e81-51b5-4ae6-87ee-8401c4fce81e,99b911dd-2598-4073-aa37-2f146bf517a9,b4595ccb-f658-4423-a714-a088984099c5,ted,1447.12,2025-10-04T12:00:00,settled,PAY-1c472e81,,"{""nsu"": ""1c472e81-51b""}",,E2E-1c472e81-5,TRX-1c472e81,REQ-1c472e81,IK-1c472e81,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
ee47b345-22ae-44dc-bd01-011d2c598337,9e7b5df3-4262-43e7-a80e-c2eb4448e309,37a614eb-0c05-417f-b32c-caf09cf99318,boleto,368.80,2025-10-10T12:00:00,processing,PAY-ee47b345,,"{""nsu"": ""ee47b345-22a""}",,E2E-ee47b345-2,TRX-ee47b345,REQ-ee47b345,IK-ee47b345,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
5da4bbd4-5f05-489a-a265-529b69d3455e,81ac7e0a-7329-4bf0-a525-8c6d0e4b4e6f,02152761-4323-422d-9cb4-48a6cef46b54,convenio,375.81,2025-10-11T12:00:00,processing,PAY-5da4bbd4,,"{""nsu"": ""5da4bbd4-5f0""}",,E2E-5da4bbd4-5,TRX-5da4bbd4,REQ-5da4bbd4,IK-5da4bbd4,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
fe02f468-2f20-4213-8946-85889f761750,4e3fa99d-5dbf-4304-a19c-4f9ed8a0fbcd,adf40804-488d-4ecf-aa0a-44f07eb3a72b,boleto,1450.20,2025-10-04T12:00:00,settled,PAY-fe02f468,,"{""nsu"": ""fe02f468-2f2""}",,E2E-fe02f468-2,TRX-fe02f468,REQ-fe02f468,IK-fe02f468,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
0774b147-2b4b-48d2-aea2-22a4caa9c5f3,cf2c3e66-8375-497f-b9d2-962b57e57863,1ff7a5c6-b679-4c82-8693-2d38195c79c8,pix,2093.62,2025-10-04T12:00:00,settled,PAY-0774b147,,"{""nsu"": ""0774b147-2b4""}",,E2E-0774b147-2,TRX-0774b147,REQ-0774b147,IK-0774b147,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
53f6f812-c639-4e17-b047-2e4e4d056e28,67a29bf0-3365-4d0a-ba5f-6febb8ea5d2d,b0f771dc-aa96-48af-923c-373d9288952b,convenio,1851.94,2025-10-04T12:00:00,settled,PAY-53f6f812,,"{""nsu"": ""53f6f812-c63""}",,E2E-53f6f812-c,TRX-53f6f812,REQ-53f6f812,IK-53f6f812,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
927fe47d-7e8d-4e4e-9ace-095d3771db63,9f1fa849-4e54-4900-8fe3-a72b95d3847b,c202cbb3-7903-4538-a883-3e37fa682138,boleto,1402.97,2025-10-06T12:00:00,settled,PAY-927fe47d,,"{""nsu"": ""927fe47d-7e8""}",,E2E-927fe47d-7,TRX-927fe47d,REQ-927fe47d,IK-927fe47d,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
ab26349d-3dfb-42ce-8026-c6c03442b2c9,f923c8df-3dcb-4f61-bd4e-21292dfe7505,5126b464-fd03-485a-8d25-d4fdde497b87,pix,299.66,2025-10-04T12:00:00,settled,PAY-ab26349d,,"{""nsu"": ""ab26349d-3df""}",,E2E-ab26349d-3,TRX-ab26349d,REQ-ab26349d,IK-ab26349d,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
9146e13b-5897-4843-86d3-9e87e0215840,0b1609c5-1de6-4091-9550-7fbe361c0e4f,0386edbb-d33c-4757-9bc7-063fc38697cf,ted,332.65,2025-10-04T12:00:00,processing,PAY-9146e13b,,"{""nsu"": ""9146e13b-589""}",,E2E-9146e13b-5,TRX-9146e13b,REQ-9146e13b,IK-9146e13b,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
0769f909-2a99-4f91-b799-089e8dd7d77d,bed894c9-e59a-4ee2-a88d-c884f8d73810,189594b7-9108-4d0a-8e07-6cb2feb8de9b,boleto,1782.19,2025-10-12T12:00:00,processing,PAY-0769f909,,"{""nsu"": ""0769f909-2a9""}",,E2E-0769f909-2,TRX-0769f909,REQ-0769f909,IK-0769f909,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
ae32f1a5-d50a-4040-b152-27b0673c5087,fea3e1e6-6fd9-4227-80f6-105be7b0bde2,1315e67b-d28c-41ab-a062-18ffae47c8b3,boleto,1914.68,2025-10-04T12:00:00,processing,PAY-ae32f1a5,,"{""nsu"": ""ae32f1a5-d50""}",,E2E-ae32f1a5-d,TRX-ae32f1a5,REQ-ae32f1a5,IK-ae32f1a5,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
e59ee4a3-2c0c-4f26-93f1-2948e603b40b,f51a8fc4-4cd3-400c-bc66-e9274fccd253,4a8e2436-a7d6-4722-be8c-b7c922a051a3,pix,443.54,2025-10-05T12:00:00,processing,PAY-e59ee4a3,,"{""nsu"": ""e59ee4a3-2c0""}",,E2E-e59ee4a3-2,TRX-e59ee4a3,REQ-e59ee4a3,IK-e59ee4a3,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
88271c71-8799-418f-bcc5-ab2c8295179a,e2f1f019-bd10-4b04-824e-cb53f9597253,1d71e31f-011c-4c12-88e0-9707b67811df,convenio,833.04,2025-10-04T12:00:00,processing,PAY-88271c71,,"{""nsu"": ""88271c71-879""}",,E2E-88271c71-8,TRX-88271c71,REQ-88271c71,IK-88271c71,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
3c3880bb-2e99-4142-bc95-2068af44532f,77c507c0-cd4c-4f24-949c-7fdfaa934798,66f79065-8d96-4f21-92d8-c946c12232b9,pix,925.58,2025-10-04T12:00:00,settled,PAY-3c3880bb,,"{""nsu"": ""3c3880bb-2e9""}",,E2E-3c3880bb-2,TRX-3c3880bb,REQ-3c3880bb,IK-3c3880bb,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
ef6679c5-57b0-415a-b602-f06280e4fe10,48139daf-ced9-464f-8e92-7227efb12508,57f49043-e9b3-45c3-bbb2-5c43e805602a,boleto,1292.65,2025-10-18T12:00:00,settled,PAY-ef6679c5,,"{""nsu"": ""ef6679c5-57b""}",,E2E-ef6679c5-5,TRX-ef6679c5,REQ-ef6679c5,IK-ef6679c5,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
596f448a-4c4b-401b-80bd-84d43898787c,761445ed-06cb-4f3b-b5dc-c983065e3a7f,05052f9b-637e-45e1-820c-1506d85535b3,ted,1448.81,2025-10-07T12:00:00,settled,PAY-596f448a,,"{""nsu"": ""596f448a-4c4""}",,E2E-596f448a-4,TRX-596f448a,REQ-596f448a,IK-596f448a,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
