contract_id;offer;instrument;creditor_type;creditor_id;ccb_number;status;principal_amount;rate;term_months;schedule_policy;disbursement_policy;signature_bundle_id;document_links;debt_key;requester_identifier_key;signed_at;activated_at;closed_at;idempotency_key;external_reference;trace_id;created_at;updated_at
22ae88fd-d242-497b-a981-b77aa094ce81;d6dbeaf0-1bc1-49b6-be63-85db97226fba;ccb;investor;deedbe59-fe9a-434f-9bb9-286b9c0ec142;CCB-88581679;active;2436.00;0.042927;9;PRICE;pix_same_day;SIGN-22ae88fd;"{""ccb_pdf"": ""http://files.example/22ae88fd-d242-497b-a981-b77aa094ce81.pdf""}";DEBT-22ae88fd;REQ-22ae88fd;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-22ae88fd;EXT-22ae88fd;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
ad9a956e-edc4-40aa-ac98-0ed013afdafa;de2c8a54-c8e0-46bb-81c4-cff41da406ac;ccb;investor;99be0889-e321-4536-8cb8-eed0d2aff8bd;CCB-17958649;active;26513.00;0.015685;23;PRICE;pix_same_day;SIGN-ad9a956e;"{""ccb_pdf"": ""http://files.example/ad9a956e-edc4-40aa-ac98-0ed013afdafa.pdf""}";DEBT-ad9a956e;REQ-ad9a956e;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-ad9a956e;EXT-ad9a956e;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
f54fdac0-e58a-4bac-aef7-9af920d6da1c;5508d650-6e87-494a-9823-580ad0bc820f;ccb;investor;6ab226f9-052a-408e-85c6-44320e0dd98a;CCB-63716077;active;28452.00;0.043311;6;PRICE;pix_same_day;SIGN-f54fdac0;"{""ccb_pdf"": ""http://files.example/f54fdac0-e58a-4bac-aef7-9af920d6da1c.pdf""}";DEBT-f54fdac0;REQ-f54fdac0;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-f54fdac0;EXT-f54fdac0;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
8a507d75-2ece-4bf0-b372-80c2954781a1;6f221fe4-e13a-40ef-a19d-092366d8acab;ccb;investor;b01d1e84-049a-485e-8180-c618dbade6fd;CCB-83755929;active;19426.00;0.034948;18;PRICE;pix_same_day;SIGN-8a507d75;"{""ccb_pdf"": ""http://files.example/8a507d75-2ece-4bf0-b372-80c2954781a1.pdf""}";DEBT-8a507d75;REQ-8a507d75;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-8a507d75;EXT-8a507d75;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
3b5801b8-8181-43e5-91b7-d35c3d6ac229;4a1e6752-1ed2-4018-88b3-32b68e102577;ccb;investor;9e42a9d0-f70c-49a3-90af-9d9d2c10db18;CCB-97406144;active;9819.00;0.039384;11;PRICE;pix_same_day;SIGN-3b5801b8;"{""ccb_pdf"": ""http://files.example/3b5801b8-8181-43e5-91b7-d35c3d6ac229.pdf""}";DEBT-3b5801b8;REQ-3b5801b8;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-3b5801b8;EXT-3b5801b8;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
e4be1a35-8dd5-4ac8-a322-aaf895f7c981;b17e5a5e-ee90-43b8-8bfb-6aacfa6a8f8d;ccb;investor;54d9b7ce-0307-46ad-9101-ab8f6e101994;CCB-11382603;active;5893.00;0.035461;10;PRICE;pix_same_day;SIGN-e4be1a35;"{""ccb_pdf"": ""http://files.example/e4be1a35-8dd5-4ac8-a322-aaf895f7c981.pdf""}";DEBT-e4be1a35;REQ-e4be1a35;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-e4be1a35;EXT-e4be1a35;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
17b570fc-a8d3-4355-9695-aad02bc7a45d;7112ebd1-9f0e-4b62-ab52-b79d23b51de1;ccb;investor;3319be40-346d-4835-a9f0-2d8531dccc07;CCB-80599992;active;24491.00;0.028886;23;PRICE;pix_same_day;SIGN-17b570fc;"{""ccb_pdf"": ""http://files.example/17b570fc-a8d3-4355-9695-aad02bc7a45d.pdf""}";DEBT-17b570fc;REQ-17b570fc;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-17b570fc;EXT-17b570fc;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
44c1f8c1-9836-425e-8d80-44014bf7655a;ed53792e-f393-4241-a2cd-1d9ceaa555a2;ccb;investor;e8639159-9d22-4514-a709-f231117983b3;CCB-92280502;active;24287.00;0.022676;19;PRICE;pix_same_day;SIGN-44c1f8c1;"{""ccb_pdf"": ""http://files.example/44c1f8c1-9836-425e-8d80-44014bf7655a.pdf""}";DEBT-44c1f8c1;REQ-44c1f8c1;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-44c1f8c1;EXT-44c1f8c1;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
83ebdf20-f913-412a-94b8-5f6321fcf0d4;b9022162-1ccc-49c5-882e-d91598e432b4;ccb;investor;6ec025b5-e9b3-479d-92d7-2f65a9342eb4;CCB-60782093;active;17352.00;0.020149;6;PRICE;pix_same_day;SIGN-83ebdf20;"{""ccb_pdf"": ""http://files.example/83ebdf20-f913-412a-94b8-5f6321fcf0d4.pdf""}";DEBT-83ebdf20;REQ-83ebdf20;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-83ebdf20;EXT-83ebdf20;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
534abe44-de12-457e-bdd0-c88a4024f7a8;b5ed9174-3ee5-44eb-beb5-44b2866e0180;ccb;investor;f772647b-7167-4956-b1e6-e40b57292d2a;CCB-40982161;active;13052.00;0.040301;6;PRICE;pix_same_day;SIGN-534abe44;"{""ccb_pdf"": ""http://files.example/534abe44-de12-457e-bdd0-c88a4024f7a8.pdf""}";DEBT-534abe44;REQ-534abe44;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-534abe44;EXT-534abe44;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
e24c15b5-ef56-4570-ba1d-6bc68ff4de33;9018740e-eb5f-4313-9906-3fb19280b08b;ccb;investor;f4241172-0843-4bf5-9e07-b6b28a4e6177;CCB-21024650;active;8450.00;0.017776;10;PRICE;pix_same_day;SIGN-e24c15b5;"{""ccb_pdf"": ""http://files.example/e24c15b5-ef56-4570-ba1d-6bc68ff4de33.pdf""}";DEBT-e24c15b5;REQ-e24c15b5;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-e24c15b5;EXT-e24c15b5;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
d9fd9148-c982-4d89-9f16-d6b1e6c6542b;8b2da736-24a4-4cc2-a9e7-f771eaee7ea6;ccb;investor;7c489e19-f228-4fef-aeb8-2d7727346c09;CCB-71803073;active;22921.00;0.035500;17;PRICE;pix_same_day;SIGN-d9fd9148;"{""ccb_pdf"": ""http://files.example/d9fd9148-c982-4d89-9f16-d6b1e6c6542b.pdf""}";DEBT-d9fd9148;REQ-d9fd9148;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-d9fd9148;EXT-d9fd9148;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
c2c5a1f9-aa9c-49c7-afc0-3b61dfaeafc8;02030df0-0d59-4c67-a7d1-ee85e65405ce;ccb;investor;7904f173-01e0-4636-b582-333f1bdd2a07;CCB-91772694;active;22960.00;0.023677;22;PRICE;pix_same_day;SIGN-c2c5a1f9;"{""ccb_pdf"": ""http://files.example/c2c5a1f9-aa9c-49c7-afc0-3b61dfaeafc8.pdf""}";DEBT-c2c5a1f9;REQ-c2c5a1f9;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-c2c5a1f9;EXT-c2c5a1f9;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
2514a311-943e-45f6-8c85-e9a466a7c794;8f73da85-b2b2-4e83-b082-0fa3339926c6;ccb;investor;8e7dce4d-e903-4017-97d2-1e659e027a58;CCB-82236450;active;7763.00;0.040591;15;PRICE;pix_same_day;SIGN-2514a311;"{""ccb_pdf"": ""http://files.example/2514a311-943e-45f6-8c85-e9a466a7c794.pdf""}";DEBT-2514a311;REQ-2514a311;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-2514a311;EXT-2514a311;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
750a2c56-9868-4cfb-b81e-eb8b377c54ee;42a58fd1-0020-40f8-a8bf-8a125306ba14;ccb;investor;f8635485-f4f6-4dd2-ab6d-8dfc2975464d;CCB-43773720;active;9857.00;0.027627;7;PRICE;pix_same_day;SIGN-750a2c56;"{""ccb_pdf"": ""http://files.example/750a2c56-9868-4cfb-b81e-eb8b377c54ee.pdf""}";DEBT-750a2c56;REQ-750a2c56;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-750a2c56;EXT-750a2c56;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
1d809df6-88c3-458b-a26a-51133589fd42;b1cecf7d-7a65-43b9-b844-dc8786709099;ccb;investor;aedf137a-2743-4e91-86a8-eeb3d94b0c71;CCB-44038863;active;11807.00;0.018112;24;PRICE;pix_same_day;SIGN-1d809df6;"{""ccb_pdf"": ""http://files.example/1d809df6-88c3-458b-a26a-51133589fd42.pdf""}";DEBT-1d809df6;REQ-1d809df6;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-1d809df6;EXT-1d809df6;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
3785ed4c-39ab-40ec-8cc3-2e8982fb951b;25cd5838-efc2-462e-954a-d37465e4beb2;ccb;investor;16e1ee82-a242-47d6-a48c-770332968a66;CCB-80482640;active;5057.00;0.034980;13;PRICE;pix_same_day;SIGN-3785ed4c;"{""ccb_pdf"": ""http://files.example/3785ed4c-39ab-40ec-8cc3-2e8982fb951b.pdf""}";DEBT-3785ed4c;REQ-3785ed4c;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-3785ed4c;EXT-3785ed4c;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
ff1bd139-c42e-4909-b56b-a009c01653a5;3951817b-a306-449c-aabb-55702b170264;ccb;investor;c9257db2-76f9-401b-aab3-92ab3bd72519;CCB-43667858;active;5245.00;0.035797;24;PRICE;pix_same_day;SIGN-ff1bd139;"{""ccb_pdf"": ""http://files.example/ff1bd139-c42e-4909-b56b-a009c01653a5.pdf""}";DEBT-ff1bd139;REQ-ff1bd139;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-ff1bd139;EXT-ff1bd139;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
72e0f985-d3b0-42ee-b147-923c9c90c5dc;2caefd8f-331d-4731-a195-374bd8355225;ccb;investor;dc9f13a5-e798-4060-9440-684f99b4937a;CCB-39014843;active;8527.00;0.023816;7;PRICE;pix_same_day;SIGN-72e0f985;"{""ccb_pdf"": ""http://files.example/72e0f985-d3b0-42ee-b147-923c9c90c5dc.pdf""}";DEBT-72e0f985;REQ-72e0f985;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-72e0f985;EXT-72e0f985;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
8752c2f5-d906-4270-84c8-b54a5fbe3324;86db8e58-e4b0-41c2-8131-db504e42ce15;ccb;investor;6dca6d1d-2d00-449b-a20f-edbe34d81065;CCB-85554828;active;6085.00;0.029599;22;PRICE;pix_same_day;SIGN-8752c2f5;"{""ccb_pdf"": ""http://files.example/8752c2f5-d906-4270-84c8-b54a5fbe3324.pdf""}";DEBT-8752c2f5;REQ-8752c2f5;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-8752c2f5;EXT-8752c2f5;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
7ac7e89a-7a43-481d-9e0a-2fdd81c1cd71;2aaffda3-a941-41b3-993e-d0fcbc5dc65e;ccb;investor;9feb22d2-eadd-44de-b02b-c1dc0599e124;CCB-90198417;active;6787.00;0.023851;24;PRICE;pix_same_day;SIGN-7ac7e89a;"{""ccb_pdf"": ""http://files.example/7ac7e89a-7a43-481d-9e0a-2fdd81c1cd71.pdf""}";DEBT-7ac7e89a;REQ-7ac7e89a;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-7ac7e89a;EXT-7ac7e89a;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
6edfe4b1-4928-40ab-8ade-02eab736cc6a;a5aece75-69ea-495b-9710-ab228f6ee0d6;ccb;investor;fc4e1aeb-6bdc-443f-b5db-2ce190183b63;CCB-56099239;active;9028.00;0.028959;10;PRICE;pix_same_day;SIGN-6edfe4b1;"{""ccb_pdf"": ""http://files.example/6edfe4b1-4928-40ab-8ade-02eab736cc6a.pdf""}";DEBT-6edfe4b1;REQ-6edfe4b1;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-6edfe4b1;EXT-6edfe4b1;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
5dddad4e-5af2-4e78-ae23-b1e36c09aa01;ae883f11-a2df-4770-9f33-6e52971e213e;ccb;investor;3b7c5e05-f73e-4f92-a6a5-27fcef73ac91;CCB-77839003;active;21183.00;0.031903;13;PRICE;pix_same_day;SIGN-5dddad4e;"{""ccb_pdf"": ""http://files.example/5dddad4e-5af2-4e78-ae23-b1e36c09aa01.pdf""}";DEBT-5dddad4e;REQ-5dddad4e;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-5dddad4e;EXT-5dddad4e;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
c4b9a959-030b-49ed-9fc7-cab500997cbc;42bd3e0c-9221-45b9-ab09-a91f8325145d;ccb;investor;0fd359ad-906a-496e-9843-26d3f267d7c1;CCB-94777204;active;11628.00;0.040203;8;PRICE;pix_same_day;SIGN-c4b9a959;"{""ccb_pdf"": ""http://files.example/c4b9a959-030b-49ed-9fc7-cab500997cbc.pdf""}";DEBT-c4b9a959;REQ-c4b9a959;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-c4b9a959;EXT-c4b9a959;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
3b6364b4-3416-44b5-986e-16bf782a5fe6;4d555cd1-4126-4ee9-92e7-7b3f82d4113d;ccb;investor;83a15e90-13fa-4315-af7b-d206d7e12854;CCB-98180873;active;12701.00;0.022983;13;PRICE;pix_same_day;SIGN-3b6364b4;"{""ccb_pdf"": ""http://files.example/3b6364b4-3416-44b5-986e-16bf782a5fe6.pdf""}";DEBT-3b6364b4;REQ-3b6364b4;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-3b6364b4;EXT-3b6364b4;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
943d9e8e-fcc7-4bee-a61d-13650c1323d7;ce15f6c3-1081-4f31-b471-d5c47fc70c5b;ccb;investor;f7065fa8-6d96-4212-9024-2397ec09b948;CCB-19828302;active;25871.00;0.031296;14;PRICE;pix_same_day;SIGN-943d9e8e;"{""ccb_pdf"": ""http://files.example/943d9e8e-fcc7-4bee-a61d-13650c1323d7.pdf""}";DEBT-943d9e8e;REQ-943d9e8e;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-943d9e8e;EXT-943d9e8e;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
6385c47c-a4b6-439c-aeee-b97b42f931b2;247976e5-dd1f-41b7-a435-44575dea7f66;ccb;investor;c1ff6750-6d15-4ba5-a699-27925fd69f27;CCB-65345917;active;10447.00;0.036347;17;PRICE;pix_same_day;SIGN-6385c47c;"{""ccb_pdf"": ""http://files.example/6385c47c-a4b6-439c-aeee-b97b42f931b2.pdf""}";DEBT-6385c47c;REQ-6385c47c;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-6385c47c;EXT-6385c47c;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
574e6027-d8ca-430d-a183-3d3f0b67ff5a;602367c2-388e-4afc-a74b-cc283f8cb84c;ccb;investor;ccea7fe1-539b-40c4-a740-1734c4a821ad;CCB-29755791;active;12224.00;0.044672;23;PRICE;pix_same_day;SIGN-574e6027;"{""ccb_pdf"": ""http://files.example/574e6027-d8ca-430d-a183-3d3f0b67ff5a.pdf""}";DEBT-574e6027;REQ-574e6027;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-574e6027;EXT-574e6027;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
ad8b4ccf-aac6-4f88-86a5-6bddaf18b4b9;114c2517-9657-449b-82ef-8599555ce263;ccb;investor;3110a67d-f97c-42db-b275-a127670f114c;CCB-86532265;active;22705.00;0.034339;16;PRICE;pix_same_day;SIGN-ad8b4ccf;"{""ccb_pdf"": ""http://files.example/ad8b4ccf-aac6-4f88-86a5-6bddaf18b4b9.pdf""}";DEBT-ad8b4ccf;REQ-ad8b4ccf;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-ad8b4ccf;EXT-ad8b4ccf;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
3b1f5ffe-d8b9-4235-a963-6d38e3e8bf41;ce240f36-1cb7-4b42-8cca-9d44fdfcb6bf;ccb;investor;3fda7c53-b924-4e03-bbbc-f92679febb3b;CCB-11798444;active;3950.00;0.037373;17;PRICE;pix_same_day;SIGN-3b1f5ffe;"{""ccb_pdf"": ""http://files.example/3b1f5ffe-d8b9-4235-a963-6d38e3e8bf41.pdf""}";DEBT-3b1f5ffe;REQ-3b1f5ffe;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-3b1f5ffe;EXT-3b1f5ffe;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
04c68b2a-f92a-4cb3-b87a-63849d0a4d54;a6b61eb8-d5f3-4d2a-80cf-a82e52a4a242;ccb;investor;2c644b6d-e4d1-4cd4-a698-7b145a33d44d;CCB-75903846;active;17901.00;0.025829;9;PRICE;pix_same_day;SIGN-04c68b2a;"{""ccb_pdf"": ""http://files.example/04c68b2a-f92a-4cb3-b87a-63849d0a4d54.pdf""}";DEBT-04c68b2a;REQ-04c68b2a;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-04c68b2a;EXT-04c68b2a;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
3427f74c-5561-4050-bda3-4b35fc09d98a;eb92b363-4b29-489a-b40a-9c76caa690e6;ccb;investor;a44a4ff5-7b88-4af6-83c2-fdabbf1f2c17;CCB-53858206;active;12689.00;0.040481;7;PRICE;pix_same_day;SIGN-3427f74c;"{""ccb_pdf"": ""http://files.example/3427f74c-5561-4050-bda3-4b35fc09d98a.pdf""}";DEBT-3427f74c;REQ-3427f74c;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-3427f74c;EXT-3427f74c;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
b9bfef1b-b538-4fc3-9801-933cd737b5e6;f7689b8c-2988-4542-a4d0-6cc5cc51086a;ccb;investor;270d84cd-325e-4e6a-85de-202a8e48fd82;CCB-18961091;active;8669.00;0.023842;22;PRICE;pix_same_day;SIGN-b9bfef1b;"{""ccb_pdf"": ""http://files.example/b9bfef1b-b538-4fc3-9801-933cd737b5e6.pdf""}";DEBT-b9bfef1b;REQ-b9bfef1b;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-b9bfef1b;EXT-b9bfef1b;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
b972897b-58b0-4890-89a7-dbdfcf9e1460;b28304f6-8b67-4848-9d71-73489212bd5d;ccb;investor;9f0edb9f-56d0-4f83-8975-657c18a72cde;CCB-30580968;active;10225.00;0.038352;9;PRICE;pix_same_day;SIGN-b972897b;"{""ccb_pdf"": ""http://files.example/b972897b-58b0-4890-89a7-dbdfcf9e1460.pdf""}";DEBT-b972897b;REQ-b972897b;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-b972897b;EXT-b972897b;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
a2c380af-661d-4fec-9e9a-8c6d3c43c8bd;9504a104-57e4-489f-9fdd-ea989773e8fd;ccb;investor;e313177c-74b0-4fe4-91ec-7d9c45dec2c1;CCB-94507808;active;6537.00;0.040471;9;PRICE;pix_same_day;SIGN-a2c380af;"{""ccb_pdf"": ""http://files.example/a2c380af-661d-4fec-9e9a-8c6d3c43c8bd.pdf""}";DEBT-a2c380af;REQ-a2c380af;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-a2c380af;EXT-a2c380af;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
a49579b1-98c5-4bf9-ae1c-475e25ee1360;315da61e-b62e-40e6-849b-70b4889674aa;ccb;investor;8eb3da6a-576e-45fa-b7d0-2c323c9acf90;CCB-20980343;active;29601.00;0.017163;7;PRICE;pix_same_day;SIGN-a49579b1;"{""ccb_pdf"": ""http://files.example/a49579b1-98c5-4bf9-ae1c-475e25ee1360.pdf""}";DEBT-a49579b1;REQ-a49579b1;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-a49579b1;EXT-a49579b1;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
ac124226-377d-4bc6-ab7f-05d669990cf1;79e29d99-93fd-4c4d-82c7-7e4a53e67c32;ccb;investor;3a8420fe-8d2b-44f1-80b8-124f4eb58bd8;CCB-78831989;active;20483.00;0.016826;13;PRICE;pix_same_day;SIGN-ac124226;"{""ccb_pdf"": ""http://files.example/ac124226-377d-4bc6-ab7f-05d669990cf1.pdf""}";DEBT-ac124226;REQ-ac124226;2025-09-03T12:00:00;2025-09-04T12:00:00;;IK-ac124226;EXT-ac124226;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
