installment_id,contract,sequence,due_date,amount_due,principal_component,interest_component,fees_component,status,amount_paid,paid_at,carryover,installment_key,trace_id,created_at,updated_at
db9a2e13-7987-4939-a073-253679cd8de9,84334988-65f9-4d5b-9a8a-7e46d5c307ac,11,2026-08-04,315.39,242.02,73.37,0.00,pending,0.00,,0.00,INS-db9a2e13,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
04f5a3a9-3819-4273-880f-f350a6f48243,84334988-65f9-4d5b-9a8a-7e46d5c307ac,12,2026-09-04,315.39,247.00,68.39,0.00,pending,0.00,,0.00,INS-04f5a3a9,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
a1690a3e-fed9-4806-a37b-4b9546a5f0cd,84334988-65f9-4d5b-9a8a-7e46d5c307ac,13,2026-10-04,315.39,252.08,63.31,0.00,pending,0.00,,0.00,INS-a1690a3e,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
31bab4f7-cf79-4105-9bad-31fa47b26326,84334988-65f9-4d5b-9a8a-7e46d5c307ac,14,2026-11-04,315.39,257.27,58.12,0.00,pending,0.00,,0.00,INS-31bab4f7,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
c9242d3e-344e-45ba-8181-c4dcda13aaa1,84334988-65f9-4d5b-9a8a-7e46d5c307ac,15,2026-12-04,315.39,262.56,52.83,0.00,pending,0.00,,0.00,INS-c9242d3e,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
18796abd-8634-41eb-b73e-2ca47482f783,84334988-65f9-4d5b-9a8a-7e46d5c307ac,16,2027-01-04,315.39,267.96,47.43,0.00,pending,0.00,,0.00,INS-18796abd,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
c368756a-5438-47f7-972c-5f16fa56fe6e,84334988-65f9-4d5b-9a8a-7e46d5c307ac,17,2027-02-04,315.39,273.48,41.91,0.00,pending,0.00,,0.00,INS-c368756a,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
0cd10eaa-a6b2-47e3-b4d9-fcf0c9c3a429,84334988-65f9-4d5b-9a8a-7e46d5c307ac,18,2027-03-04,315.39,279.11,36.28,0.00,pending,0.00,,0.00,INS-0cd10eaa,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
3a8b37a4-9339-44b3-88dc-fb16b37a834c,84334988-65f9-4d5b-9a8a-7e46d5c307ac,19,2027-04-04,315.39,284.85,30.54,0.00,pending,0.00,,0.00,INS-3a8b37a4,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
ed59f279-6061-477f-acd0-4811e5b0f944,84334988-65f9-4d5b-9a8a-7e46d5c307ac,20,2027-05-04,315.39,290.71,24.68,0.00,pending,0.00,,0.00,INS-ed59f279,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
fd38b49c-d614-4917-a8fe-fe09668b7009,84334988-65f9-4d5b-9a8a-7e46d5c307ac,21,2027-06-04,315.39,296.69,18.70,0.00,pending,0.00,,0.00,INS-fd38b49c,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
26668219-033e-4ab7-a8db-b9c178a36f04,84334988-65f9-4d5b-9a8a-7e46d5c307ac,22,2027-07-04,315.39,302.80,12.59,0.00,pending,0.00,,0.00,INS-26668219,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
b9d090ed-77a5-4322-876f-1a4648c096de,84334988-65f9-4d5b-9a8a-7e46d5c307ac,23,2027-08-04,315.45,309.09,6.36,0.00,pending,0.00,,0.00,INS-b9d090ed,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
9c21b860-4465-4284-a8ec-16404196bf9e,127c3e38-7542-4a5c-b035-b4746a918b09,1,2025-10-04,739.90,485.44,254.46,0.00,paid,739.90,2025-10-04T12:00:00,0.00,INS-9c21b860,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
acb720f7-a8ad-4f6f-bd97-f0fc6af6c2cf,127c3e38-7542-4a5c-b035-b4746a918b09,2,2025-11-04,739.90,504.40,235.50,0.00,pending,0.00,,0.00,INS-acb720f7,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
da459a7c-8997-47ab-a03b-4fa812b9df9d,127c3e38-7542-4a5c-b035-b4746a918b09,3,2025-12-04,739.90,524.10,215.80,0.00,pending,0.00,,0.00,INS-da459a7c,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
8d55af61-1470-4cc2-a703-41531067e171,127c3e38-7542-4a5c-b035-b4746a918b09,4,2026-01-04,739.90,544.57,195.33,0.00,pending,0.00,,0.00,INS-8d55af61,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
ff1a2305-8333-4032-b75c-d06f8d19e5fc,127c3e38-7542-4a5c-b035-b4746a918b09,5,2026-02-04,739.90,565.84,174.06,0.00,pending,0.00,,0.00,INS-ff1a2305,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
bc6d91fc-cc1d-4bbf-beb0-3956ee8896c3,127c3e38-7542-4a5c-b035-b4746a918b09,6,2026-03-04,739.90,587.94,151.96,0.00,pending,0.00,,0.00,INS-bc6d91fc,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
a6650379-ac4b-4df8-89c1-87276356f8da,127c3e38-7542-4a5c-b035-b4746a918b09,7,2026-04-04,739.90,610.91,128.99,0.00,pending,0.00,,0.00,INS-a6650379,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
203bbd3a-c85d-4806-8ecc-e068943218e0,127c3e38-7542-4a5c-b035-b4746a918b09,8,2026-05-04,739.90,634.77,105.13,0.00,pending,0.00,,0.00,INS-203bbd3a,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
c0baf4f5-2903-469e-927b-02f4e29f0c26,127c3e38-7542-4a5c-b035-b4746a918b09,9,2026-06-04,739.90,659.56,80.34,0.00,pending,0.00,,0.00,INS-c0baf4f5,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
29d18395-2cd0-4e79-a489-bf3c7d1dcf51,127c3e38-7542-4a5c-b035-b4746a918b09,10,2026-07-04,739.90,685.32,54.58,0.00,pending,0.00,,0.00,INS-29d18395,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
ac7abaa6-0398-4fba-b41d-e531c4c416c0,127c3e38-7542-4a5c-b035-b4746a918b09,11,2026-08-04,739.96,712.15,27.81,0.00,pending,0.00,,0.00,INS-ac7abaa6,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
27316db2-6522-4849-8d2c-9f7455f8cc30,95d0a285-2fc1-403f-8c46-402ef804f56d,1,2025-10-04,618.35,391.34,227.01,0.00,paid,633.40,2025-10-17T12:00:00,0.00,INS-27316db2,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
bb1ea0de-aa02-462b-a4bf-443af7479e43,95d0a285-2fc1-403f-8c46-402ef804f56d,2,2025-11-04,618.35,405.36,212.99,0.00,pending,0.00,,0.00,INS-bb1ea0de,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
aed56053-e0c4-4e51-ae9e-a6d7c433d479,95d0a285-2fc1-403f-8c46-402ef804f56d,3,2025-12-04,618.35,419.88,198.47,0.00,pending,0.00,,0.00,INS-aed56053,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
400fd4c5-379f-4e23-bf83-beb56434a2ca,95d0a285-2fc1-403f-8c46-402ef804f56d,4,2026-01-04,618.35,434.92,183.43,0.00,pending,0.00,,0.00,INS-400fd4c5,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
2753f8e8-c48d-45aa-bcd9-1d16c57a61f4,95d0a285-2fc1-403f-8c46-402ef804f56d,5,2026-02-04,618.35,450.49,167.86,0.00,pending,0.00,,0.00,INS-2753f8e8,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
a7c16f93-500a-495d-a435-3260d4ae56a7,95d0a285-2fc1-403f-8c46-402ef804f56d,6,2026-03-04,618.35,466.63,151.72,0.00,pending,0.00,,0.00,INS-a7c16f93,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
8648b484-e46e-4677-aba4-f9bafcc1ea96,95d0a285-2fc1-403f-8c46-402ef804f56d,7,2026-04-04,618.35,483.34,135.01,0.00,pending,0.00,,0.00,INS-8648b484,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
05152586-de48-4795-badf-77d721e9b9b5,95d0a285-2fc1-403f-8c46-402ef804f56d,8,2026-05-04,618.35,500.65,117.70,0.00,pending,0.00,,0.00,INS-05152586,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
b2c22fee-6639-48a6-8244-4e6bb8c6b844,95d0a285-2fc1-403f-8c46-402ef804f56d,9,2026-06-04,618.35,518.59,99.76,0.00,pending,0.00,,0.00,INS-b2c22fee,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
ac712ad7-884e-414b-8f8a-202dfa99919a,95d0a285-2fc1-403f-8c46-402ef804f56d,10,2026-07-04,618.35,537.16,81.19,0.00,pending,0.00,,0.00,INS-ac712ad7,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
a5eb9118-5d1a-4f57-a6a9-4cef692e7237,95d0a285-2fc1-403f-8c46-402ef804f56d,11,2026-08-04,618.35,556.40,61.95,0.00,pending,0.00,,0.00,INS-a5eb9118,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
7423a583-51bc-4c7f-8362-ec2a8e977ca0,95d0a285-2fc1-403f-8c46-402ef804f56d,12,2026-09-04,618.35,576.33,42.02,0.00,pending,0.00,,0.00,INS-7423a583,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
0d92f07b-80ee-49f9-807e-ed7b6bd4eea9,95d0a285-2fc1-403f-8c46-402ef804f56d,13,2026-10-04,618.29,596.91,21.38,0.00,pending,0.00,,0.00,INS-0d92f07b,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
ae7d81d8-38ab-450c-a378-572291f9dd98,2af868c2-bf01-49a9-a99a-b957cc3decb7,1,2025-10-04,1753.98,816.59,937.39,0.00,paid,1753.98,2025-10-04T12:00:00,0.00,INS-ae7d81d8,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
8e7c148c-ced5-419f-9727-4b4084977e1d,2af868c2-bf01-49a9-a99a-b957cc3decb7,2,2025-11-04,1753.98,846.86,907.12,0.00,pending,0.00,,0.00,INS-8e7c148c,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
c3597d4c-ae44-4839-9348-38d37dbbbaa0,2af868c2-bf01-49a9-a99a-b957cc3decb7,3,2025-12-04,1753.98,878.26,875.72,0.00,pending,0.00,,0.00,INS-c3597d4c,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
141c627d-9b20-46e5-80bf-6774e8682c95,2af868c2-bf01-49a9-a99a-b957cc3decb7,4,2026-01-04,1753.98,910.82,843.16,0.00,pending,0.00,,0.00,INS-141c627d,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
cc7ca4a7-a2bc-4283-820f-e49ba3e01eff,2af868c2-bf01-49a9-a99a-b957cc3decb7,5,2026-02-04,1753.98,944.59,809.39,0.00,pending,0.00,,0.00,INS-cc7ca4a7,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
cdca9922-8314-499a-9727-2d8bb6f806e9,2af868c2-bf01-49a9-a99a-b957cc3decb7,6,2026-03-04,1753.98,979.62,774.36,0.00,pending,0.00,,0.00,INS-cdca9922,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
a488fa94-eaec-4886-a4a5-cdea91d5b522,2af868c2-bf01-49a9-a99a-b957cc3decb7,7,2026-04-04,1753.98,1015.94,738.04,0.00,pending,0.00,,0.00,INS-a488fa94,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
d13d0e41-b949-4b31-a260-f5cd2e8c9b46,2af868c2-bf01-49a9-a99a-b957cc3decb7,8,2026-05-04,1753.98,1053.60,700.38,0.00,pending,0.00,,0.00,INS-d13d0e41,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
abf8869c-5d49-4294-bfe8-331342dcd5c9,2af868c2-bf01-49a9-a99a-b957cc3decb7,9,2026-06-04,1753.98,1092.67,661.31,0.00,pending,0.00,,0.00,INS-abf8869c,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
686de1d6-7592-4284-81e3-6d1b5f3f3297,2af868c2-bf01-49a9-a99a-b957cc3decb7,10,2026-07-04,1753.98,1133.18,620.80,0.00,pending,0.00,,0.00,INS-686de1d6,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
ce6ed5c6-9ab7-4795-8792-16160f5af08d,2af868c2-bf01-49a9-a99a-b957cc3decb7,11,2026-08-04,1753.98,1175.19,578.79,0.00,pending,0.00,,0.00,INS-ce6ed5c6,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
229e5f0c-0fe6-4fc9-9354-4b24e9cd6018,2af868c2-bf01-49a9-a99a-b957cc3decb7,12,2026-09-04,1753.98,1218.76,535.22,0.00,pending,0.00,,0.00,INS-229e5f0c,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
12b966f4-20fa-4806-8076-de50d8518b56,2af868c2-bf01-49a9-a99a-b957cc3decb7,13,2026-10-04,1753.98,1263.95,490.03,0.00,pending,0.00,,0.00,INS-12b966f4,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
2da8c3f1-49bb-4d34-9bef-31cd34a4e896,2af868c2-bf01-49a9-a99a-b957cc3decb7,14,2026-11-04,1753.98,1310.81,443.17,0.00,pending,0.00,,0.00,INS-2da8c3f1,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
d3edeceb-0ca5-4f60-aef9-871e3c0957a4,2af868c2-bf01-49a9-a99a-b957cc3decb7,15,2026-12-04,1753.98,1359.41,394.57,0.00,pending,0.00,,0.00,INS-d3edeceb,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
2366faf4-9fdd-4220-ac7e-45afd8156a8e,2af868c2-bf01-49a9-a99a-b957cc3decb7,16,2027-01-04,1753.98,1409.81,344.17,0.00,pending,0.00,,0.00,INS-2366faf4,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
5954a344-b726-4f16-be7b-f11384e0601e,2af868c2-bf01-49a9-a99a-b957cc3decb7,17,2027-02-04,1753.98,1462.08,291.90,0.00,pending,0.00,,0.00,INS-5954a344,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
2297d768-0245-40ba-b606-7509a4e16e5c,2af868c2-bf01-49a9-a99a-b957cc3decb7,18,2027-03-04,1753.98,1516.29,237.69,0.00,pending,0.00,,0.00,INS-2297d768,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
91c95cea-60db-462c-ae6c-b17c702ae392,2af868c2-bf01-49a9-a99a-b957cc3decb7,19,2027-04-04,1753.98,1572.51,181.47,0.00,pending,0.00,,0.00,INS-91c95cea,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
85bdf488-5cd1-4fe4-8300-674f13c0dbcb,2af868c2-bf01-49a9-a99a-b957cc3decb7,20,2027-05-04,1753.98,1630.81,123.17,0.00,pending,0.00,,0.00,INS-85bdf488,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
11b26273-4dd4-47e6-bc64-126a88d35fe3,2af868c2-bf01-49a9-a99a-b957cc3decb7,21,2027-06-04,1753.95,1691.25,62.70,0.00,pending,0.00,,0.00,INS-11b26273,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
256bd29a-51e3-4c23-8a6b-ff80ec7456dd,30c996a4-122e-41f3-8ff2-903b2c5c6f08,1,2025-10-04,1379.07,822.98,556.09,0.00,paid,1407.57,2025-10-06T12:00:00,0.00,INS-256bd29a,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
c2150ce8-c1ca-4a5e-9d01-f57c83ef5516,30c996a4-122e-41f3-8ff2-903b2c5c6f08,2,2025-11-04,1379.07,848.36,530.71,0.00,pending,0.00,,0.00,INS-c2150ce8,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
86a0e98f-219c-4c33-ac47-2054b7fffc2b,30c996a4-122e-41f3-8ff2-903b2c5c6f08,3,2025-12-04,1379.07,874.51,504.56,0.00,pending,0.00,,0.00,INS-86a0e98f,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
286a7af3-7eb4-4932-a603-f765f6f1a614,30c996a4-122e-41f3-8ff2-903b2c5c6f08,4,2026-01-04,1379.07,901.48,477.59,0.00,pending,0.00,,0.00,INS-286a7af3,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
355e81ec-fd76-4af0-bdec-c6b9cf6b3f8f,30c996a4-122e-41f3-8ff2-903b2c5c6f08,5,2026-02-04,1379.07,929.27,449.80,0.00,pending,0.00,,0.00,INS-355e81ec,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
59f4f334-8f77-490f-a269-32d3403bed32,30c996a4-122e-41f3-8ff2-903b2c5c6f08,6,2026-03-04,1379.07,957.92,421.15,0.00,pending,0.00,,0.00,INS-59f4f334,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
2bca7293-2da0-4df3-9c15-f7f48841b22b,30c996a4-122e-41f3-8ff2-903b2c5c6f08,7,2026-04-04,1379.07,987.46,391.61,0.00,pending,0.00,,0.00,INS-2bca7293,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
1b79ab31-2bea-4e65-adc4-39fd7bb24fca,30c996a4-122e-41f3-8ff2-903b2c5c6f08,8,2026-05-04,1379.07,1017.90,361.17,0.00,pending,0.00,,0.00,INS-1b79ab31,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
abaa7e9c-fbe6-492a-9044-25c8010e030c,30c996a4-122e-41f3-8ff2-903b2c5c6f08,9,2026-06-04,1379.07,1049.29,329.78,0.00,pending,0.00,,0.00,INS-abaa7e9c,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
bdb4e4fc-1a3b-4ea8-bdf8-0f5dbd82324f,30c996a4-122e-41f3-8ff2-903b2c5c6f08,10,2026-07-04,1379.07,1081.64,297.43,0.00,pending,0.00,,0.00,INS-bdb4e4fc,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
07a7671b-2f1a-43d3-b907-702633152233,30c996a4-122e-41f3-8ff2-903b2c5c6f08,11,2026-08-04,1379.07,1114.99,264.08,0.00,pending,0.00,,0.00,INS-07a7671b,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
7e0695c5-e297-4036-a6d6-25f01e528f4f,30c996a4-122e-41f3-8ff2-903b2c5c6f08,12,2026-09-04,1379.07,1149.37,229.70,0.00,pending,0.00,,0.00,INS-7e0695c5,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
e10d25ed-9a12-491f-af83-5b47f05ca051,30c996a4-122e-41f3-8ff2-903b2c5c6f08,13,2026-10-04,1379.07,1184.80,194.27,0.00,pending,0.00,,0.00,INS-e10d25ed,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
afc8d841-c299-4294-b461-2b6d2432cfe7,30c996a4-122e-41f3-8ff2-903b2c5c6f08,14,2026-11-04,1379.07,1221.33,157.74,0.00,pending,0.00,,0.00,INS-afc8d841,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
85c36a51-8ede-4f71-9ce9-9246b16cd118,30c996a4-122e-41f3-8ff2-903b2c5c6f08,15,2026-12-04,1379.07,1258.99,120.08,0.00,pending,0.00,,0.00,INS-85c36a51,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
8b122cfe-0a2e-401e-9cf2-e9bd1510caf8,30c996a4-122e-41f3-8ff2-903b2c5c6f08,16,2027-01-04,1379.07,1297.81,81.26,0.00,pending,0.00,,0.00,INS-8b122cfe,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
6fbf8af0-537b-4d1b-87a8-aaa80124c290,30c996a4-122e-41f3-8ff2-903b2c5c6f08,17,2027-02-04,1379.15,1337.90,41.25,0.00,pending,0.00,,0.00,INS-6fbf8af0,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
ade73688-9696-43ec-94e3-aa1bf6931006,826edc65-8b20-4507-ae2c-bb97a7e741f8,1,2025-10-04,748.22,630.38,117.84,0.00,paid,748.22,2025-10-04T00:00:00,0.00,INS-ade73688,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
c360f72a-e444-4ef0-abdc-a8c57afdc6fe,826edc65-8b20-4507-ae2c-bb97a7e741f8,2,2025-11-04,748.22,640.27,107.95,0.00,pending,0.00,,0.00,INS-c360f72a,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
70ccf70d-2868-4436-a5f7-b43a8efc8ce2,826edc65-8b20-4507-ae2c-bb97a7e741f8,3,2025-12-04,748.22,650.33,97.89,0.00,pending,0.00,,0.00,INS-70ccf70d,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
8deab92f-cc59-40b4-8faf-d1e287de7d96,826edc65-8b20-4507-ae2c-bb97a7e741f8,4,2026-01-04,748.22,660.54,87.68,0.00,pending,0.00,,0.00,INS-8deab92f,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
8526551f-9280-43ba-9e33-d6b98f03c584,826edc65-8b20-4507-ae2c-bb97a7e741f8,5,2026-02-04,748.22,670.91,77.31,0.00,pending,0.00,,0.00,INS-8526551f,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
438b5114-c285-4eff-ba48-7b7e5c325b75,826edc65-8b20-4507-ae2c-bb97a7e741f8,6,2026-03-04,748.22,681.45,66.77,0.00,pending,0.00,,0.00,INS-438b5114,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
88e51b44-0a7c-4cd6-b6d2-0af21aeeaca1,826edc65-8b20-4507-ae2c-bb97a7e741f8,7,2026-04-04,748.22,692.15,56.07,0.00,pending,0.00,,0.00,INS-88e51b44,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
c7e6027e-01ed-4e54-b3b4-e48b7207d69e,826edc65-8b20-4507-ae2c-bb97a7e741f8,8,2026-05-04,748.22,703.01,45.21,0.00,pending,0.00,,0.00,INS-c7e6027e,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
3e59fd7a-1951-4462-9e97-bb53049151c1,826edc65-8b20-4507-ae2c-bb97a7e741f8,9,2026-06-04,748.22,714.05,34.17,0.00,pending,0.00,,0.00,INS-3e59fd7a,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
4322ba78-be12-4518-a689-dc6b788c1314,826edc65-8b20-4507-ae2c-bb97a7e741f8,10,2026-07-04,748.22,725.27,22.95,0.00,pending,0.00,,0.00,INS-4322ba78,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
78109ef7-5df9-47ef-abe1-a858308b9429,826edc65-8b20-4507-ae2c-bb97a7e741f8,11,2026-08-04,748.21,736.64,11.57,0.00,pending,0.00,,0.00,INS-78109ef7,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
bb98fa9d-73da-4f4d-8035-6fb2f2ce4276,dadf1a36-d552-4464-b741-9b2695b8eb89,1,2025-10-04,2867.04,1887.99,979.05,0.00,paid,2867.04,2025-10-04T12:00:00,0.00,INS-bb98fa9d,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
d24229d5-02d5-4862-aca2-b585454a6f36,dadf1a36-d552-4464-b741-9b2695b8eb89,2,2025-11-04,2867.04,1949.64,917.40,0.00,pending,0.00,,0.00,INS-d24229d5,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
e5075859-11e5-4e74-b8ac-182f71d5cba0,dadf1a36-d552-4464-b741-9b2695b8eb89,3,2025-12-04,2867.04,2013.32,853.72,0.00,pending,0.00,,0.00,INS-e5075859,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
3bfa4abd-60fc-42aa-beb5-2f12492fd851,dadf1a36-d552-4464-b741-9b2695b8eb89,4,2026-01-04,2867.04,2079.07,787.97,0.00,pending,0.00,,0.00,INS-3bfa4abd,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
5f38c356-f6ce-471f-ab33-8a3d3af932c5,dadf1a36-d552-4464-b741-9b2695b8eb89,5,2026-02-04,2867.04,2146.96,720.08,0.00,pending,0.00,,0.00,INS-5f38c356,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
