consignment_agreement_id;borrower;issuer;enrollment_id;consigned_margin;valid_from;valid_to;status;trace_id;created_at;updated_at
db23abaa-7a1f-4f6d-b9b3-272aa5c60411;55908428-ac82-40d6-8fe8-96b88ac8d50e;Prefeitura;ENR85330079;863.55;23/02/2023;26/01/2027;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
9af2af7e-26f8-48d3-90dd-8dfc3903eca4;9a4bef0f-02b2-4853-a133-9dcf630fac68;Estado;ENR51833996;5915.98;01/02/2020;11/06/2027;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
1820bfb1-cb42-4438-bc1e-9617134e2038;2778df9c-0c99-4e1b-a031-a233421a720d;INSS;ENR14542780;4205.60;27/12/2021;20/12/2025;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
adb9f13a-0aed-436b-ac76-b3414e1a85a0;d470c42b-e41d-4bac-8886-bdb5f6a40035;Autarquia;ENR52790059;1628.97;18/08/2022;19/05/2025;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
56793dca-cc81-4436-8075-12bb8614e4e0;9646f700-a3cb-45ca-9bfa-083b6de593af;Exercito;ENR68865265;2658.36;12/02/2021;10/01/2027;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
a4b516bb-039b-4679-b335-36d590554add;78c78b5a-ca5d-4a76-8a93-55965f560368;Prefeitura;ENR40448198;2541.78;29/04/2024;03/09/2025;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
5ad62281-ef9f-4411-acc7-0ff3e7e195a4;de0bea67-1b48-440a-bee0-ad1d675f2646;Empresa Publica;ENR66500600;5120.23;31/08/2023;07/12/2027;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
90902377-58ac-43e6-9b26-5888a7bbb8f4;18a3184e-fb1f-4109-998d-13fc6c2231be;Prefeitura;ENR36921099;4088.37;07/08/2020;30/05/2025;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
b6d245c8-1f9b-4029-a61f-5e018f39d08c;8a32b2d3-a525-493f-bcc9-45cf8ab854f6;Estado;ENR66527967;4142.94;10/05/2022;25/10/2027;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
11ca280c-bf74-4f79-9a0d-c8a9852e04dc;cea32f8a-32c2-4ac9-a164-6bec59a36d5a;Estado;ENR22847596;3971.58;16/01/2023;20/07/2026;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
15e8e86d-361f-445d-83ac-6938a458a6fb;320d9bce-be81-40d9-a2fa-a8bf8136b35e;Estado;ENR84223894;5387.70;07/01/2021;17/12/2027;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
3a1579a3-718a-4d86-bb09-7631174e24f4;302ea2a8-ec71-44d9-a5cd-1cf0e252a79e;INSS;ENR53716645;5118.76;17/03/2020;27/06/2027;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
7ea6b8ad-277a-4eb7-a1c7-2fcc9e8e1320;4dec1d85-2860-4b69-a78c-a51d58b303c2;Estado;ENR70848826;3591.66;30/06/2021;30/11/2025;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
6b8001f3-a3a4-45f4-bd2d-df309d17c89b;031e07ca-e07c-474e-ad5c-c91a6843a5bf;Prefeitura;ENR57078947;4971.38;01/11/2023;26/01/2027;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
7b8ef944-9385-44bc-a012-30a61fd9e9d0;9ddf5419-c63d-45e9-99d9-8447bceed184;Autarquia;ENR70989484;2977.03;09/09/2021;01/09/2027;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
face1183-a5a3-4522-b530-2e246f541648;6d3d609e-3859-49d2-8d44-fc3b109f19a2;INSS;ENR18422697;5139.82;20/11/2020;25/11/2025;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
7f0559a7-b272-4439-a1ab-c174e677dcfb;239e3af6-308f-4282-b64f-bb6aa1b3b971;Exercito;ENR53321750;875.38;13/11/2020;22/10/2027;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
34fe5864-469f-43a1-be7c-da8dc2922903;0cebc274-263b-4fcd-a741-a81ccf57cedc;Exercito;ENR37882304;618.62;26/02/2021;17/05/2026;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
f1baa45d-c60e-4914-8128-eb506c8b444b;3441b196-47de-4b34-b4e2-d9ab22bdef5f;Prefeitura;ENR49357141;2420.31;18/05/2024;29/03/2025;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
bce50cc3-d6b3-4be4-9a9e-50ab73668f7a;f463dc50-be25-47ab-9f80-130223d0f137;Autarquia;ENR43651690;2939.49;16/11/2021;16/07/2026;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
09791db0-fda9-454e-8a01-f1c00f72d69d;7b6ce4ab-5c5b-4fbe-9b75-6a2a19704928;Empresa Publica;ENR66320123;4547.26;08/05/2022;23/02/2027;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
13a60280-0a56-4512-a90a-d8c38677b8e0;ed1e50d8-8ad8-48e3-aef5-0705f1f60fb4;Prefeitura;ENR44494086;3786.84;24/08/2022;13/11/2026;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
b442206d-760a-40a7-8f11-d79ceb6c6bd5;4fd65ee6-145d-4dc9-8415-63defd211259;Exercito;ENR25625140;4317.72;01/06/2023;07/05/2026;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
22132d1f-9c7a-4987-900e-eef95f3235b1;61a6136d-356d-4c5e-9949-6f825a02d90b;Exercito;ENR39298507;4331.57;05/03/2020;03/10/2025;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
6e6a239d-35c0-422a-b16c-7b7633b9265a;69161bf0-1034-45c2-85b1-4adfd4dee13e;Prefeitura;ENR74593799;3557.86;19/10/2024;31/08/2027;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
ed1c4676-cb9f-4150-b6f1-d093c3ad3907;61938717-8514-479e-87e1-dbf31750d951;Estado;ENR70695362;749.99;08/09/2024;26/02/2026;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
7a8fa04f-4fbf-4a68-9d9b-7e2cd7a82fa9;d342d768-6cc6-4f6e-9025-e71aa985dd11;Estado;ENR65326799;2023.21;03/11/2021;26/12/2026;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
e91bd070-c687-462d-a995-1d2c41698fd7;1c0a15dd-e201-4ced-ab8d-a68fee66dd46;Estado;ENR24822539;4983.48;21/12/2022;16/03/2025;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
ae29b150-692e-42a5-bced-d7fc75781df7;4290301f-a484-4605-beaa-93bd0f83a3f8;Prefeitura;ENR45289402;2502.10;05/12/2023;27/06/2025;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
45200866-1477-476e-bc6e-f9b2f9a7ade0;24ed2381-7d60-4b60-8048-eb2e29812fea;Empresa Publica;ENR31440458;380.78;17/06/2023;17/04/2025;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
a72b4493-ed6d-427d-a521-3f6cb8529a25;a3ed0cb2-bce5-41e5-886f-3323298774d4;Empresa Publica;ENR70311251;1750.09;16/05/2021;23/05/2027;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
bc9df12c-420f-4c70-b5db-803e51c42243;d948eeb0-efcb-47ff-b652-2497c73d727b;Empresa Publica;ENR58323413;2838.30;16/12/2024;23/04/2026;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
65cb951a-ae74-4bbb-bfbd-f4b03e310c21;73e9a8ec-3f27-4273-a2ee-08692049e1bf;Empresa Publica;ENR38263964;4514.21;05/03/2024;19/03/2026;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
2cb0727f-8d22-4d45-9236-000bd09060fe;31f30631-699c-4331-8efe-a03bffb7d11b;Prefeitura;ENR72001792;818.85;26/07/2024;30/11/2025;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
087c009b-e9ad-4abb-b18a-0bc2fb9f5165;e201e556-17ba-4f34-99ab-075b0fd7c76c;Empresa Publica;ENR30458328;953.56;11/01/2023;28/02/2026;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
39e08f55-f140-4651-9815-16bf47c64e6a;98014d2f-ea88-48e3-8059-62e2faec9cc2;Autarquia;ENR66106934;5637.39;29/10/2024;04/05/2027;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
a85e17f9-a5df-4d6a-b93d-96a23de2d99d;460262a1-dbd0-49a6-aca3-b706b9cc6409;Empresa Publica;ENR71538130;3783.24;19/04/2021;13/12/2027;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
218074ee-a7a6-4453-97ba-6851cc8cda45;0417487e-574e-4a2e-8e83-b9bff0589306;Empresa Publica;ENR48616200;5314.02;23/11/2023;02/02/2025;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
7f4248c5-b43b-4a71-a3c8-9631d561f30d;7c3bbfa7-0cb2-4c1a-8b03-1d396c497396;Autarquia;ENR56222865;5110.37;12/11/2022;30/05/2027;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
772f770c-2a96-49ac-b9b6-e6824d7d4843;8813228f-42c4-41ec-973b-973b37041fdc;INSS;ENR89128516;5717.94;28/08/2020;24/01/2025;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
a05a607f-c583-4404-93c1-3101b1b0a3ee;eed6ddaf-340d-4ea2-87a2-8be2a1c6c8f6;Estado;ENR70492241;2587.43;02/06/2024;20/09/2026;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
00e6e539-0eec-42ee-9e14-138481452a06;c8932313-0382-4d41-aac9-7df1e28bf22b;Exercito;ENR48362312;4399.10;17/10/2022;02/04/2026;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
86bda8c1-f2cb-463f-9499-f15f547b1562;d07f909c-5233-413b-aa5a-d44dd075477d;Exercito;ENR53311359;4489.16;06/11/2020;05/07/2027;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
5cb66430-7984-4a12-8f78-5c91efe53697;22fca30d-734e-44ed-9063-d4da367ee227;Exercito;ENR23830779;787.27;27/05/2024;15/06/2026;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
19b7dacb-463d-4180-9074-03d7a37bea76;cd269b60-3329-4348-87da-5cea31cfa455;Empresa Publica;ENR26045572;1225.03;29/06/2022;03/01/2026;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
c3559f29-c4d7-4b06-83b7-6158bf92c1f4;f5ec53d9-343e-4268-8d9e-e5f283cf79fa;Exercito;ENR91979326;598.49;25/07/2020;14/09/2027;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
f173c922-8eae-4e4e-b64a-1cd4c3dc96c3;373c396c-00fd-47e3-b48d-c1bc716c3d07;Prefeitura;ENR72954736;3049.70;02/07/2020;26/07/2026;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
50dde1f8-6003-48b1-b036-63fe70f47339;4d441e9f-2322-4b8b-bb72-b317dd4eb9ad;Prefeitura;ENR48453230;5232.35;02/03/2021;06/09/2027;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
4a058a34-5845-4c22-bced-ea8cb5844c63;f3a54b2b-c6b4-4bd1-8067-f0d55cf1a444;Autarquia;ENR89951234;5905.00;21/03/2020;29/03/2025;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
7f29a9a8-ea6a-4796-8457-ae48d971221f;499935b3-d86b-43f6-8ace-b02b64e869ad;Prefeitura;ENR49108901;5170.91;22/03/2024;01/08/2026;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
17ffce65-464f-4501-8b85-670ea045a659;ca7a02fc-1db9-46ab-a477-a656239aea53;Estado;ENR38634948;1419.82;15/09/2022;27/02/2026;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
f019e0de-1e3a-41ee-8beb-80234a605af9;92338524-a08c-42a3-9882-f7490a6fe4ee;Exercito;ENR84007629;4827.77;16/09/2020;25/02/2025;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
49677ae6-da30-4bc2-aa48-c73c7cfbab44;72e31874-f30a-48e4-ada1-6e4bf56b0e5a;Empresa Publica;ENR35724938;801.04;28/05/2024;28/12/2026;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
c61190da-603e-48f2-be65-3bd1ad2aa842;6148f27f-3257-411e-9ab4-ee730076054c;INSS;ENR45461921;1899.60;06/02/2023;14/03/2025;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
20732e5b-106c-47d0-98c5-79916d7b1352;3114b6e5-feee-4389-bdf9-60ec482bdb64;INSS;ENR28317818;3318.89;05/10/2021;14/12/2027;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
1b60633f-04ec-4479-91aa-1484696e7691;ba4b7633-aae3-414b-9722-bddb5fdb1381;Empresa Publica;ENR29660272;431.34;25/03/2022;14/02/2027;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
1ae2db39-5acb-4e62-a052-11898052cdef;e5294065-2be7-45bf-bd93-7758369b5fbb;Prefeitura;ENR57823104;819.30;03/12/2021;19/11/2025;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
2fc7718f-1d68-4e32-8196-463c5fadcaa1;d8b965f4-093d-47c8-8de1-b8767ad36957;Autarquia;ENR20984304;375.95;03/02/2022;13/04/2026;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
6777ec23-ef25-4fd1-810b-bd8f10eba50b;d60da1e4-0c22-486d-b8cc-e26845af67e4;Empresa Publica;ENR44514403;1441.23;20/12/2023;27/10/2025;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
e6d0f21e-bdd0-4632-af98-53c0f3264556;30464795-2ed6-439f-87c9-62b0e834d44b;Exercito;ENR46408945;5232.47;10/09/2021;09/10/2025;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
de18c173-bd0a-47b2-8797-1cdc570cfab5;1360d57b-ddae-4369-bcd5-1f7637fbc81c;Empresa Publica;ENR63363884;1468.50;05/06/2021;10/12/2026;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
b4cdecf6-276f-42c3-ba25-8b64b07db07f;84f100bd-5ba0-48ea-a7d5-9ee7d7954e7f;Estado;ENR66097500;5826.86;24/12/2023;23/08/2025;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
143b6861-d37c-4080-ae87-76f282fab377;eb612ff7-a185-466b-9150-cf5016f268b9;Estado;ENR50701358;316.88;04/05/2023;04/08/2026;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
556ed716-d904-4ea4-830a-eeaa29f3bca7;0862cc73-3c27-44ef-b847-595a8e99d893;Prefeitura;ENR89278130;552.18;12/02/2021;25/10/2025;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
e782a8ca-b17f-4f16-b7b9-be25cc1dfc20;b7348ff5-e27a-4d7e-9024-f891ff4284b1;INSS;ENR87011027;3550.36;22/10/2020;03/08/2025;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
3cb43147-4a5e-42b5-a00f-225cfebed94a;b0f96ec9-6f46-4eb8-96fd-14770044d6ff;INSS;ENR86154375;3045.56;06/07/2022;08/12/2025;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
f15c3455-aba9-4188-b5de-7a72e6fcee5f;26bc1a1f-8826-48bd-be05-5c2a131014a4;Autarquia;ENR43712756;1694.74;12/03/2024;21/03/2025;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
a24739e7-8e75-4ebd-bd7f-f2eba58355a2;e4a67250-3992-402c-bccb-f801d8f8b8c0;Exercito;ENR18827669;4552.83;07/10/2023;28/03/2026;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
f387f4fb-6c8d-48b7-a8e7-66db7b3e7cac;6a1f4847-6916-4392-a838-7d9d9892352d;Exercito;ENR72893223;1029.61;16/01/2021;12/11/2025;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
531c44bd-edfe-4d69-8bee-7f383040be56;1f544949-9ba4-492a-a7d0-69a7da79a199;Prefeitura;ENR49548831;4076.12;08/08/2023;30/09/2026;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
391bdd94-b110-4c84-8f8a-b8e0e45060db;0fddaa0a-65aa-4bc7-aaac-3566a8f7bc18;Autarquia;ENR66036295;2395.32;01/07/2021;30/09/2027;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
089fffa6-e869-42d2-9749-f8ec35b113fd;5b09fdd5-2a59-4175-8bc4-7cbc73807a30;Prefeitura;ENR23809880;4598.42;23/06/2020;02/04/2026;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
5f4737d5-e982-4194-bc68-fb89df08be66;b493b4a3-29b0-4d28-bd8a-6295cddcd287;INSS;ENR39014509;4569.68;27/02/2021;29/06/2026;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
b46c3360-f112-4454-9536-422a58b9ab52;e7078ff3-1603-46bb-8746-9d91cdcac43b;Estado;ENR70398344;5961.44;03/11/2021;05/09/2027;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
a0c3db36-54a7-476b-8c61-1268bc350d8f;eda7e79d-48d1-49d7-8faf-e3743436c40f;Exercito;ENR75936742;4105.63;12/09/2022;01/04/2025;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
6dd1f427-6adc-4e5e-be73-d1e64f493283;9b273a33-91eb-4929-8530-c98371c36230;Exercito;ENR64559941;2543.64;01/01/2023;25/12/2025;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
7b3e5170-b185-447f-b5c7-c67f429ef5d7;8aa004ee-d5cd-4a6f-8e2c-4cd6e696e23c;Prefeitura;ENR56967393;369.93;13/12/2021;04/09/2027;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
d9f2f70e-208a-4937-91f2-8811147b39ea;53c7e784-cf08-4e31-bc2a-4c500ac6c610;INSS;ENR90662305;724.52;30/03/2020;11/11/2025;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
7ee2105f-e4fe-4722-b084-34dd54b4b874;b2db9a20-9956-4bd7-b91f-6325e6d63e52;Estado;ENR26886284;5404.96;28/11/2022;06/02/2025;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
aba1ac71-0bfa-4ec2-8b1a-45688c170c8e;c4841ec4-9810-47db-815a-a91ac48b1299;INSS;ENR92202897;1241.51;27/07/2024;16/05/2026;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
d89257d7-178a-4d4f-bdba-48da37649e2b;07a2e100-a9ed-4c84-beb4-fcb346285ef6;Empresa Publica;ENR17685096;2921.40;26/10/2020;16/02/2027;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
5e5b600a-113a-4977-9fa9-e73135992545;d69b4a8c-b6b9-45de-bd6e-0b8d65b02ba3;Autarquia;ENR57137186;3896.11;22/07/2020;12/02/2026;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
f7b8ce4e-2c58-4161-a047-e12ef965cd33;b8139b56-c9eb-4357-93ae-df30c5af75ea;Autarquia;ENR38112166;2184.14;05/04/2023;19/03/2026;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
a03abf21-9735-4c15-bf6f-ab3e12b0f380;fb9bd8f1-a5c4-4953-96df-4607947fb6f7;Empresa Publica;ENR98632794;1233.45;12/11/2022;04/05/2027;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
1ddbe178-5a18-486c-853b-572fb0d0b268;b4b690ec-6787-4c95-b1e6-8cae582f756e;Prefeitura;ENR22136415;4690.27;29/12/2022;31/07/2025;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
bd363cf7-f280-4fd2-a72d-8692480df37b;ff96285b-4b75-4d44-aa3e-96047cec5e22;Prefeitura;ENR25895359;2507.50;16/09/2024;21/11/2026;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
cc819548-54ab-49de-a71c-c996efe9275b;51ab381c-6c7a-48f2-adac-413940289d3f;Estado;ENR40799946;4667.32;15/05/2024;16/01/2027;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
260b4081-8bce-46ea-808f-1c8174b8fa37;a3234e9c-f3b7-4e0f-be3c-6732b05e377c;INSS;ENR11452228;5620.58;26/03/2020;21/05/2026;cancelled;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
c8276d27-397f-44dd-ba2d-61c5ae4363ac;0989cd16-f99a-441b-85fc-7207f87a149c;Autarquia;ENR62051972;1835.91;10/08/2023;04/04/2027;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
0ac51266-f9bd-4315-9812-cb5cf6da00de;07fdfe61-2eeb-43ef-a7d2-edef316dc24f;Estado;ENR89431708;5354.22;08/07/2024;30/09/2025;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
421762dc-9837-4295-a20e-d07e9e3f5d74;87414892-67a9-4437-9120-951440dad12d;Empresa Publica;ENR54444173;4269.86;20/02/2023;01/02/2026;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
892e7e66-961e-4858-be06-7c0acfb49606;0bb81b53-d8c7-4c3e-a3d8-be9a8bd07452;Estado;ENR50092769;2199.39;04/06/2023;22/02/2025;suspended;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
f5ac6bac-3f1c-4f83-be09-c31fecba6bb8;7a964a23-6ae1-4bef-ba6a-71fbe26fab96;Estado;ENR18292665;2484.08;19/10/2020;20/09/2025;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
8b8cf0cd-5e15-4b4b-b493-0d87eb5ee127;2372f130-51db-47cf-bb38-c1c736136d62;Exercito;ENR98860914;2585.84;01/11/2022;19/01/2027;active;seed-inss-based;2025-10-04T12:00:00;2025-10-04T12:00:00
