wallet_id,owner_type,owner_id,currency,available_balance,blocked_balance,status,external_reference,account_key,trace_id,created_at,updated_at
8b44a80e-f622-4ea5-a79e-fc9b66f9cab2,investor,370799a8-65ed-4050-8081-defbd8fe83bc,BRL,12418.34,1549.11,active,,ACC-8b44a80e,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
493d1e93-5c1e-4d6b-bf64-06930a8bb027,investor,de3d04bd-6707-40bf-aa41-d8b78cc0c07d,BRL,11.85,2069.42,active,,ACC-493d1e93,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
6f475306-3147-4621-be29-8814ae2794cc,investor,5b53f8a2-68be-44e0-9078-7616bfb934af,BRL,13075.62,684.61,active,,ACC-6f475306,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
36d4937e-a053-414e-bd76-33ca2df9d4e0,investor,567e1928-ae4c-4911-98c9-40b8d19aed22,BRL,4462.72,724.96,active,,ACC-36d4937e,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
b4159e08-c868-4b10-b51b-7d8db5ff27b2,investor,ae3aaf0d-5dee-41ee-b93a-8696358692a7,BRL,1147.92,2076.37,active,,ACC-b4159e08,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
8c4758d9-417e-4de4-9cf4-53ef69b00082,investor,e07d2360-2188-4211-ac70-48b272ce73f9,BRL,6217.19,1517.27,active,,ACC-8c4758d9,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
4d8e4e2c-9bb3-43bf-b6f9-e1a2d45c836f,investor,61475d31-312d-4b28-90a7-7c9cf8903e1d,BRL,5620.44,423.99,active,,ACC-4d8e4e2c,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
f199751b-10f2-4291-8c73-069169bd167d,investor,5f1b06a4-2769-44d0-aad2-c0f8d4322022,BRL,13497.10,8.72,active,,ACC-f199751b,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
e1f46c66-5ff1-4043-8aa2-091606fc57e4,investor,d6e8f77e-d5cf-48ff-b695-9221d80f8816,BRL,6922.73,2823.48,active,,ACC-e1f46c66,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
990751b9-67a8-4841-b17b-7766d9511570,investor,25173b62-5d40-4b08-9d23-3a7a5011f19e,BRL,14884.39,918.97,active,,ACC-990751b9,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
41f4a672-04dc-4670-a883-34f5798af958,investor,ae17f3eb-02c8-4651-8a3a-ca1d9e6c228a,BRL,16901.39,1383.66,active,,ACC-41f4a672,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
ec317d1f-50bb-46cf-91d6-9178f6a7be92,investor,703e3589-d568-4804-80df-171767c9369d,BRL,3963.27,446.19,active,,ACC-ec317d1f,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
46c09d50-a061-4fa5-8ed0-b35d476c422d,investor,f2f0e688-7b95-49ab-b940-af06b87211d6,BRL,19521.96,2291.79,active,,ACC-46c09d50,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
7e2b5542-fb85-49a3-a860-a1a5fa3a2784,investor,da9436f6-d043-4ace-a6eb-36d9f546b8a3,BRL,17069.92,1072.93,active,,ACC-7e2b5542,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
5f6b3491-ef96-4fd9-9a2b-2c5870670789,investor,ddda6e5c-bc9b-4110-8597-859e6a811847,BRL,18654.25,1739.09,active,,ACC-5f6b3491,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
9438bf4a-e0c6-4dcf-96ef-a1f833007bd1,investor,c1bc62ae-194b-4362-a7a1-21eee8cee514,BRL,11847.89,55.70,active,,ACC-9438bf4a,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
ee785fb6-d935-4630-902c-97021d0b38e9,investor,6d73f270-6c56-495c-b96d-d317146f4a88,BRL,15506.48,2048.22,active,,ACC-ee785fb6,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
8ae15113-13e3-4f8d-8ddb-930829f8df0c,investor,01831cb4-b72a-417b-8b7b-0e5900242412,BRL,14128.46,1449.53,active,,ACC-8ae15113,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
39e3fa9e-bc51-444d-b0c2-6909ef1327ef,investor,c757b4f9-5cbf-46d8-b5e1-f7ba267406d0,BRL,5218.88,267.20,active,,ACC-39e3fa9e,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
69572b98-284c-48e5-8ced-0cf75068c3df,investor,b43193e8-d249-4606-a2d0-27ee376dc92d,BRL,13895.05,1259.29,active,,ACC-69572b98,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
4c5ca400-c12c-4f16-9ad5-bb84794b4233,investor,c7a58362-6d08-4b3d-91a5-503636d48536,BRL,16303.95,2875.32,active,,ACC-4c5ca400,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
b32be429-79a8-4a52-a18c-966961901402,investor,610d76db-8e34-435b-9b02-4e377e5b80f3,BRL,10864.94,7.37,active,,ACC-b32be429,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
cd4f19ce-3ee4-4cb5-b9b7-29ba124e17fd,investor,3ce6c491-a596-41cc-87ed-f1f649715f32,BRL,4795.42,949.48,active,,ACC-cd4f19ce,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
64947317-64d2-4910-ad36-3c3c8c146673,investor,5b74ede8-fed9-4068-9ab8-a7bbd0b5443b,BRL,15781.16,1910.74,active,,ACC-64947317,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
57a5fbdf-1e5b-402b-927a-3bb4d24c4fe0,investor,ce2e26ea-8752-4c53-a992-85d02e944ee7,BRL,11217.25,71.32,active,,ACC-57a5fbdf,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
01f609f1-6d61-46f4-a12b-036227732d25,investor,eb86381b-c9f3-4fbc-a027-e6377293312d,BRL,3576.92,1876.59,active,,ACC-01f609f1,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
fd1c7b90-047f-4924-93d4-9c546296c2a2,investor,74f8eadf-3220-4e35-9563-3c0c072d0f1e,BRL,17492.47,297.54,active,,ACC-fd1c7b90,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
cf3d0cce-fc5e-48a1-8db3-7847d52e668f,investor,d7355870-e906-48b6-8cc9-29c7dc4e496e,BRL,19938.89,189.64,active,,ACC-cf3d0cce,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
3c68dd1e-f192-4949-8143-9b39e1e859e2,investor,c3ab5159-4754-4e93-8f11-b4e51ce3cd4d,BRL,6488.41,186.52,active,,ACC-3c68dd1e,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
417590d0-2d49-4afc-960f-6a61a29547fe,investor,6d4f98f2-9a05-42f1-bbce-0578d8ef9f85,BRL,15780.49,602.99,active,,ACC-417590d0,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
bc060d5d-49c6-479d-b3a9-2754a0f7ba9d,investor,0588f21e-d1fc-4e2d-b472-4e42cf1ce447,BRL,16497.02,421.39,active,,ACC-bc060d5d,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
0b614852-7f20-493f-b697-22876bf1ed7b,investor,5b006d20-049d-4657-80af-df4c580e603d,BRL,4804.29,1086.30,active,,ACC-0b614852,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
f096561d-fddc-47b3-a05f-7815f4dcf565,investor,8ce43dc2-5f7f-49cf-b806-ec6a3200def3,BRL,17645.71,2575.80,active,,ACC-f096561d,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
8cc8676b-1b79-45d3-8e3d-4963905f8684,investor,d5f7336c-824b-47c1-8c89-eeff1b796004,BRL,13065.45,2837.42,active,,ACC-8cc8676b,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
08139f99-68b0-4872-9f63-db4c90f1bd28,investor,9d02a644-a838-49f7-ae72-b678276f8a57,BRL,18805.67,1480.50,active,,ACC-08139f99,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
015a732a-b775-4255-b2d0-144ce2868b5d,investor,d528c479-370f-41ea-ab39-1f3ef6bed4fd,BRL,1049.33,2131.64,active,,ACC-015a732a,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
34a4ae6a-692c-49cc-982d-64838e87da24,investor,84f950fd-d52f-461b-8aa4-ba8e73ac9afc,BRL,13870.61,1610.80,active,,ACC-34a4ae6a,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
d18577ea-bbb8-454b-be63-2491571ce0a2,investor,381fa415-4e4e-4376-91e2-61916dfff3a8,BRL,10339.38,2236.64,active,,ACC-d18577ea,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
2c1bf1e6-0f08-4b6c-b16c-3b1781b1630a,investor,500ea8fe-639c-4a05-9208-e39b37664420,BRL,11937.38,598.70,active,,ACC-2c1bf1e6,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
8582c382-36eb-41b6-b597-2c8377749520,investor,82d9e366-d4ca-437d-9ff6-651ca43ef237,BRL,7258.53,615.82,active,,ACC-8582c382,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
2177398b-f256-4848-ba7e-d629789cc05c,investor,12b47b2b-54fd-446c-99d7-a19a2270d922,BRL,15135.77,618.15,active,,ACC-2177398b,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
1cacbbc7-288b-4fb3-8821-68183d74744c,investor,d2571649-c28e-40a6-8bb1-40926d3b5a71,BRL,15175.78,1997.59,active,,ACC-1cacbbc7,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
3c433744-846e-4138-9483-b8e0f75f8f33,investor,415cdb35-d506-4404-8ca6-6d7d9275503e,BRL,13478.07,2925.76,active,,ACC-3c433744,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
bee47a76-e511-4d81-a868-27c315b08082,investor,5ec0ea9f-da08-4e37-9c1f-ac607099217f,BRL,19179.16,2770.22,active,,ACC-bee47a76,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
071f940a-0eb4-49bb-b038-0ce849d4375a,investor,05a3e04b-3f0c-4d53-95c1-1c3af326f5a8,BRL,6796.75,2440.47,active,,ACC-071f940a,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
9dc922ee-a377-4aec-8e53-14205c72ffbd,investor,2b84d80d-f5a4-42b3-a4d4-bfd735684b7d,BRL,7429.05,496.79,active,,ACC-9dc922ee,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
1513acee-4115-4eba-a23c-0674ee0a941a,investor,e1dfc4cf-c055-47fc-a40c-fa375b588cad,BRL,18012.70,1064.97,active,,ACC-1513acee,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
b0550222-8b25-41af-89e6-5c0eb51014de,investor,afd80b3c-05b2-4f20-8fe0-945f1a611b53,BRL,16007.37,1200.40,active,,ACC-b0550222,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
94b7eccb-a5fa-4876-89e9-3e02b7f20f03,investor,be6f0e9d-1e19-4238-b423-d302a8e88870,BRL,6786.72,1493.48,active,,ACC-94b7eccb,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
16f46189-242c-4138-94f4-f3889aea55fa,investor,e6a4d7d6-aaec-403a-bd70-76740d95577e,BRL,14356.13,19.29,active,,ACC-16f46189,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
108771e8-4ef4-4774-b81b-6a1213f1ac93,investor,7edb4592-1fd6-4612-9cc6-8b80540a4405,BRL,4928.16,1429.53,active,,ACC-108771e8,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
d42fa9b8-e538-4779-9f3e-6b07961c55c1,investor,0eb8f157-53f4-4f45-b495-a6ee27c12ac2,BRL,18717.71,977.65,active,,ACC-d42fa9b8,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
59372680-9e87-4143-81ac-50df4a389e08,investor,1344fd19-465f-4b85-85ec-26866eaf570e,BRL,4987.57,859.39,active,,ACC-59372680,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
2818faac-8f50-4076-9e54-31251aaf9ab6,investor,880c524c-7f0e-48ee-8436-c91dd4df6adc,BRL,6641.53,1365.83,active,,ACC-2818faac,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
e73ab339-4dd6-42bb-adc0-7cd21b3e0e7e,investor,921fca43-13f1-4710-b788-797c8e60406e,BRL,14369.58,1357.46,active,,ACC-e73ab339,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
769c8494-d69b-456d-853b-a90f7da743f5,investor,6e77dfb3-eda8-45f7-a512-137d2031245e,BRL,8277.74,1024.54,active,,ACC-769c8494,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
288e2a15-ef26-4cd3-a77f-268b89fbf888,investor,dfbfe6d7-9f04-4314-bdb2-c3f08ecbf308,BRL,14056.60,2924.99,active,,ACC-288e2a15,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
9c8e9d50-fd48-4ac8-921d-d6107cf4a8c4,investor,1f2c96be-561d-48d5-bd99-0fa3da1d2539,BRL,17095.18,1964.27,active,,ACC-9c8e9d50,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
4fdc2719-56bc-407d-a3f7-943c1506b2fc,investor,9cb778f1-958d-4778-ae2f-0037b5a19d49,BRL,19203.51,1256.88,active,,ACC-4fdc2719,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
27617d68-cdd8-43da-aa18-9e938b12645c,investor,769310de-70c7-41a4-9c9a-792d4d4a98df,BRL,18126.84,2868.58,active,,ACC-27617d68,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
6eef20dd-8e0f-4bc6-9ed4-9d2cf2c044cd,investor,d0d61a87-5109-4d3e-b81f-883573a17686,BRL,19938.36,1218.37,active,,ACC-6eef20dd,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
f8c357b7-b79a-4cae-8b98-ecaaeeee7cc5,investor,7bf7bbdd-a9df-4d0d-bb14-6777eb0aab66,BRL,19315.12,1136.34,active,,ACC-f8c357b7,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
8b340460-eed0-4c58-959c-f45d3245feb9,investor,635f12f9-83a8-4e4f-b98b-58907027b69f,BRL,13619.79,1404.91,active,,ACC-8b340460,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
b5de2320-d885-46bb-ac26-742c88ad28ec,investor,3e6df442-6f18-46c8-9008-7287c3d27fea,BRL,16632.30,1926.19,active,,ACC-b5de2320,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
434ed478-f84e-4922-96a8-0289d7895ec2,investor,b3fbebca-7980-49d5-b128-b23193850554,BRL,8079.78,2182.37,active,,ACC-434ed478,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
a36ed83f-1c10-48ce-94b2-09581b11d7da,investor,c97d8a72-2645-409e-b493-be560df19b00,BRL,12217.46,1104.75,active,,ACC-a36ed83f,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
38beac74-4093-4154-8026-f5b9fd60f142,investor,8b19e15a-d130-4192-ae45-e997fdd43b74,BRL,6455.08,1674.16,active,,ACC-38beac74,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
eecf6cc6-83fb-4105-997c-ac6191c04cbc,investor,f9f5a45e-5202-464a-9877-da998c8050eb,BRL,11659.82,2426.77,active,,ACC-eecf6cc6,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
2312aeed-b631-4dd0-8af8-3a84c84d4737,investor,b063184f-54aa-4273-895f-f543c9cba31c,BRL,6926.56,154.65,active,,ACC-2312aeed,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
c958f0f2-37d1-4025-bfca-0cd1063804c2,investor,53535556-e18a-4f26-aa79-89a02ac9a91a,BRL,5969.60,1538.65,active,,ACC-c958f0f2,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
e682d821-a216-4d1e-9591-c256c3ba359e,investor,7556c957-9240-4471-8365-83bcfcdf904c,BRL,6009.88,2423.90,active,,ACC-e682d821,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
b4ae2410-c9b5-4a5e-b6d3-a9ecf23ab1ca,investor,9b495178-dd94-422d-8ef1-5ec64d976fd9,BRL,8484.93,723.57,active,,ACC-b4ae2410,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
7b559d9e-33b9-4215-a667-7f010d77cadf,investor,d10f9ae1-8674-41db-a33d-380d1319203d,BRL,10047.28,1410.65,active,,ACC-7b559d9e,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
098bc37c-7e95-46d0-a1eb-aa815df5d8af,investor,8df043d3-1365-4406-bb8b-7ce0792759b8,BRL,19562.39,1486.85,active,,ACC-098bc37c,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
29507b9f-8059-4f6e-a4a6-3921df8ef47d,investor,042d037c-803b-4608-8c0c-1570d97f34c0,BRL,8758.83,572.15,active,,ACC-29507b9f,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
5c9bc020-d7ef-47cc-8905-2083c7933921,investor,36e2b73d-623c-4246-8b21-acc5a5af40f7,BRL,9961.42,2146.14,active,,ACC-5c9bc020,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
c1d49ce5-a5a9-4215-98a5-81125cc13f07,investor,d8c91e7b-1fb0-4e63-a1e4-5278df3790f3,BRL,16177.65,2721.72,active,,ACC-c1d49ce5,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
19df0881-53b0-4dcb-8224-86ffa3e03567,investor,2b5bdbe3-85cf-4d39-84df-a9af53495a78,BRL,7359.69,672.90,active,,ACC-19df0881,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
d75e08bd-a7dc-4985-a2e4-e30e009fffe2,investor,7063f02f-c49b-4de6-a2a9-a22304164e26,BRL,8587.86,342.89,active,,ACC-d75e08bd,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
cfd55ef3-fdbb-4a07-a344-1b23a22c6c0a,investor,41c4657e-33c1-4295-931b-7723b1fd2eb6,BRL,5389.83,834.98,active,,ACC-cfd55ef3,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
2ca8a266-39f8-4783-a7d1-989e38caf827,investor,20433fe2-8d7a-488c-93d6-1f5a62ec55cf,BRL,2948.75,1600.37,active,,ACC-2ca8a266,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
c22579aa-ca23-471a-a14f-4c1204a6df7e,investor,901008da-5cf8-49fb-89d2-4208faef9c7c,BRL,8318.45,2446.85,active,,ACC-c22579aa,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
d86a5244-2c44-4f51-8a10-9c65ac92fcc4,investor,f8ca4e76-381c-4b88-88bc-b793879618cc,BRL,19586.67,544.99,active,,ACC-d86a5244,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
67e901d6-17dd-441f-bd68-ecc05f005cfa,investor,b61b9c3d-b8fe-4ea4-af77-96be33c2ea76,BRL,7640.55,2074.21,active,,ACC-67e901d6,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
c5c804c9-5331-4887-a45c-b0e4aac1e709,investor,bc6a76f7-9da2-465d-a136-4553d23d7d6b,BRL,1150.55,1212.51,active,,ACC-c5c804c9,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
2ef2e55f-d4bf-4aa8-b347-9ecf10e730fb,investor,1d405350-5e9c-4f94-b007-31645ff12e62,BRL,14785.08,1788.07,active,,ACC-2ef2e55f,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
e7b51ef1-ba79-48c9-ab50-7abab2542f58,investor,2c28a063-d8ad-446d-aa93-caa2a365a8e8,BRL,10243.21,506.88,active,,ACC-e7b51ef1,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
3759aa52-d231-4c01-8081-35a024a1641b,investor,19620ed1-7495-4351-8689-ae160ad479cb,BRL,18694.96,313.88,active,,ACC-3759aa52,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
2ef64530-22f3-4278-aa10-3bed1803d132,investor,20a9c886-6eec-487b-a68d-1738b95392cd,BRL,11998.31,1726.22,active,,ACC-2ef64530,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
f29a538a-7429-4415-87d7-be5d57d45767,investor,fb02a1fd-52e8-43c3-ad72-5a49beb88c72,BRL,12566.31,2379.62,active,,ACC-f29a538a,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
8a1392cd-c353-4680-896f-f67a693306d9,investor,2adb9d5d-34b1-43c3-b12b-f1cb2ddf8e5b,BRL,19199.96,1997.85,active,,ACC-8a1392cd,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
74400d38-a2e6-40a6-824a-3a06f0d36d6c,investor,80c96ba4-fb9e-4662-882d-46ed86b04378,BRL,8506.02,1429.51,active,,ACC-74400d38,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
f04b8d54-df94-46fa-aa5b-9543571e73c3,investor,0387e338-eba3-419c-813d-90f35e6aca3a,BRL,9436.06,261.15,active,,ACC-f04b8d54,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
