ledger_entry_id,entry_date,debit_account,credit_account,amount,currency,reference_type,reference_id,trace_id,created_at,updated_at
3d67bbe8-a725-44d3-9596-bda42f9decfa,2025-10-04T12:00:00,cash,accounts_receivable,490.78,BRL,payment,747d0ef3-e36c-462e-86f3-456aac2d52da,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
0d2054c5-ec65-4cbd-9595-043b7048f7ad,2025-10-04T12:00:00,cash,accounts_receivable,329.36,BRL,payment,2ca36d08-82f2-499b-93da-9d8e0b6d307f,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
8e9b0e7e-84fe-4702-b74f-146018b3ee10,2025-10-04T12:00:00,cash,accounts_receivable,1336.92,BRL,payment,151ba35d-1888-4429-82ab-acda0774b78b,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
5afb29b4-ef19-45aa-9d13-743ea09f6f96,2025-10-04T12:00:00,cash,accounts_receivable,380.29,BRL,payment,9175e4d1-c101-4ca4-a85b-22413a111cc4,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
81e2816f-5256-488f-8e31-2784e67b2700,2025-10-04T12:00:00,cash,accounts_receivable,374.68,BRL,payment,bf516889-fd76-411b-b246-b6d2e1974d7b,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
1268c1a4-0900-4387-9003-1ff196bfee23,2025-10-04T12:00:00,cash,accounts_receivable,1052.74,BRL,payment,3fcf4c35-0e38-4299-b5bb-627dd59ef664,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
88bc951d-56a0-4b6a-b18b-0e63b53b99b3,2025-10-13T12:00:00,cash,accounts_receivable,2062.52,BRL,payment,2a3b0661-ebdc-4070-88c6-ae3273b7acb4,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
bf5df543-957a-4801-843f-5f2429810536,2025-10-04T12:00:00,cash,accounts_receivable,1728.53,BRL,payment,ab9875c8-9901-4356-ba29-0c65cad11f22,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
e4c82404-0487-459d-9f7d-04749b0cdee2,2025-10-04T12:00:00,cash,accounts_receivable,2310.55,BRL,payment,17df0f1d-b8e6-4f4e-9ea9-c86c95302ef3,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
2d0b16af-76ab-4ff2-a2de-f0fd58e699aa,2025-10-04T12:00:00,cash,accounts_receivable,1868.05,BRL,payment,34c236ef-f9a1-4edf-b6f0-bf3386376946,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
2758efbc-9b30-44a4-bf98-8a545034be3f,2025-10-11T12:00:00,cash,accounts_receivable,325.20,BRL,payment,b1da05da-8ea0-4f07-8add-392e42a1e61e,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
630eb043-62bb-4e7c-b9b3-a25e19142527,2025-10-04T12:00:00,cash,accounts_receivable,2254.60,BRL,payment,5337ad7c-40b2-4974-9bf3-6786bb573168,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
658af096-e845-4157-ab2f-4f6f1dce8a04,2025-10-07T12:00:00,cash,accounts_receivable,1424.74,BRL,payment,dc8683c9-d0f1-42a1-994b-7e00f5359688,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
a9ae21b2-9530-4fe0-9e48-7f677c9123cc,2025-10-04T12:00:00,cash,accounts_receivable,510.96,BRL,payment,93109d74-1678-44b4-8dea-4b83c2c9975c,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
ce75fb1f-f09c-415e-a947-d7b98c1c8b1e,2025-10-04T12:00:00,cash,accounts_receivable,1364.88,BRL,payment,661fca8f-b9f8-45f2-ae14-94be9f90fdae,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
816476b9-f75c-4351-9e64-a8bdde9fa45f,2025-10-04T12:00:00,cash,accounts_receivable,4523.96,BRL,payment,c175f5d2-edf0-44d7-8713-d5a2e73e2b4b,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
12b3c062-ad0b-4d1e-b381-b6dea9aeb07c,2025-10-09T12:00:00,cash,accounts_receivable,812.98,BRL,payment,7a8410e0-ac90-4193-8f7d-b99267bbf898,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
b91e731e-e10c-4348-b459-8141b5de9c49,2025-10-04T12:00:00,cash,accounts_receivable,1353.00,BRL,payment,a74873e0-7b72-48f9-ada3-44768cf57175,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
da1da3ba-5b63-4437-af72-ba5dffa3f53f,2025-10-04T12:00:00,cash,accounts_receivable,3703.11,BRL,payment,73be10b1-b668-4bfa-b79b-293860707d87,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
b503256b-815e-404a-a276-c30c6ed7a8ef,2025-10-04T12:00:00,cash,accounts_receivable,1900.06,BRL,payment,d58bdce9-4ae9-4490-9e82-064f99408f74,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
20efe360-db15-48c5-bdf1-1333b64f0a02,2025-10-04T12:00:00,cash,accounts_receivable,1827.43,BRL,payment,ca8de6cf-fffc-444b-8d1f-38314e2a6141,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
de45ec9d-ac55-4dc3-b0bb-ea4f3ba04591,2025-10-04T12:00:00,cash,accounts_receivable,1809.89,BRL,payment,0c12f159-d62d-48ed-8205-3f90ac668f40,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
aa2c40b7-968f-46f1-b005-c3fbad69ff41,2025-10-04T12:00:00,cash,accounts_receivable,2195.35,BRL,payment,8b70e59e-95ff-43fd-9167-882f04f29691,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
d225103c-f192-4e28-87e1-a0fc46ca7e20,2025-10-04T12:00:00,cash,accounts_receivable,1500.51,BRL,payment,66e83278-33a3-4184-bba1-d317b83a455a,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
ab5677d6-a993-4138-ae64-b0176f76a9b0,2025-10-04T12:00:00,cash,accounts_receivable,1447.12,BRL,payment,1c472e81-51b5-4ae6-87ee-8401c4fce81e,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
e94bd657-0df6-49a5-8f2a-0856791a40a4,2025-10-10T12:00:00,cash,accounts_receivable,368.80,BRL,payment,ee47b345-22ae-44dc-bd01-011d2c598337,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
818bc6ae-f739-48b9-8a32-83c4c933bfc8,2025-10-11T12:00:00,cash,accounts_receivable,375.81,BRL,payment,5da4bbd4-5f05-489a-a265-529b69d3455e,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
ea88a345-3b70-4abb-ae1e-2d96f1a98c10,2025-10-04T12:00:00,cash,accounts_receivable,1450.20,BRL,payment,fe02f468-2f20-4213-8946-85889f761750,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
9990be67-fff2-49c2-aeb4-27cfada28d3b,2025-10-04T12:00:00,cash,accounts_receivable,2093.62,BRL,payment,0774b147-2b4b-48d2-aea2-22a4caa9c5f3,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
9117f9e6-5baa-466c-9d62-7ce763f864a4,2025-10-04T12:00:00,cash,accounts_receivable,1851.94,BRL,payment,53f6f812-c639-4e17-b047-2e4e4d056e28,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
efad4509-7e79-444a-8da2-700b9ef783b1,2025-10-06T12:00:00,cash,accounts_receivable,1402.97,BRL,payment,927fe47d-7e8d-4e4e-9ace-095d3771db63,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
9e1304f9-96fa-4bfa-9d7f-e5c83b348807,2025-10-04T12:00:00,cash,accounts_receivable,299.66,BRL,payment,ab26349d-3dfb-42ce-8026-c6c03442b2c9,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
0c359d11-8eac-43fa-a3fc-bf28f44df415,2025-10-04T12:00:00,cash,accounts_receivable,332.65,BRL,payment,9146e13b-5897-4843-86d3-9e87e0215840,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
0bd8201c-cead-4ab4-ad0e-1edd863e3f50,2025-10-12T12:00:00,cash,accounts_receivable,1782.19,BRL,payment,0769f909-2a99-4f91-b799-089e8dd7d77d,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
fdd822f9-19e3-4758-8ff6-61a45212109c,2025-10-04T12:00:00,cash,accounts_receivable,1914.68,BRL,payment,ae32f1a5-d50a-4040-b152-27b0673c5087,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
bcc13256-3116-4c45-a036-060a60aea5a9,2025-10-05T12:00:00,cash,accounts_receivable,443.54,BRL,payment,e59ee4a3-2c0c-4f26-93f1-2948e603b40b,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
70fce0f5-af92-4194-9168-14bb275431ba,2025-10-04T12:00:00,cash,accounts_receivable,833.04,BRL,payment,88271c71-8799-418f-bcc5-ab2c8295179a,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
441efb5a-2a6c-452f-a273-4b51ffd5b497,2025-10-04T12:00:00,cash,accounts_receivable,925.58,BRL,payment,3c3880bb-2e99-4142-bc95-2068af44532f,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
05e69fa9-92f1-4cad-a742-2f55eec4548e,2025-10-18T12:00:00,cash,accounts_receivable,1292.65,BRL,payment,ef6679c5-57b0-415a-b602-f06280e4fe10,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
ce0f9f3c-f364-4d52-ba4f-2cae8ccaa92e,2025-10-07T12:00:00,cash,accounts_receivable,1448.81,BRL,payment,596f448a-4c4b-401b-80bd-84d43898787c,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
21964a9f-fa87-4b14-a9a3-cb31bab74efb,2025-10-04T12:00:00,cash,accounts_receivable,2425.91,BRL,payment,fafb544d-7afd-49ad-a648-6a260680f698,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
3d5df713-58be-4fc1-bdcf-d92c66a7733e,2025-10-04T12:00:00,cash,accounts_receivable,1171.33,BRL,payment,ca8b2e4c-b156-4f2c-b1c7-aa0ebf3b252d,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
939fa390-8449-4422-80b9-41f691a8f062,2025-10-04T12:00:00,cash,accounts_receivable,2698.79,BRL,payment,4a2257c1-2e31-4c26-904b-2f0f548f978a,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
8e2179d5-d743-42f1-aa2b-3f85f7b1883b,2025-10-04T12:00:00,cash,accounts_receivable,791.48,BRL,payment,a679f02e-f646-4378-99e5-50f48882df12,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
64b59a32-bb71-400e-b9d2-5f9ee5ff7638,2025-10-19T12:00:00,cash,accounts_receivable,4124.28,BRL,payment,6fa1b414-bb87-460e-92f3-057c253e6510,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
8d8486be-e34d-47fb-a74e-7fec609c8dde,2025-10-04T12:00:00,cash,accounts_receivable,2771.71,BRL,payment,9601e28c-aa60-4827-8a95-a730a78428de,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
03fb1c02-a04f-498d-8baa-11eea5a71b6e,2025-10-04T12:00:00,cash,accounts_receivable,873.97,BRL,payment,8cb7e8af-5f9f-485d-bf88-0ce9ddc618ef,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
abc8a360-6f6b-44e9-aec7-9d29d103d9cf,2025-10-13T12:00:00,cash,accounts_receivable,812.73,BRL,payment,01995bf6-de4b-436c-8292-5c1cc0fe9c9c,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
924021ba-5421-4fed-bd1a-1c9ca50cce61,2025-10-04T12:00:00,cash,accounts_receivable,1060.95,BRL,payment,a3b576ad-8339-40e3-960d-74f9a172838a,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
c4e81397-b7ec-4ae5-9f4f-6f8ef19b7774,2025-10-04T12:00:00,cash,accounts_receivable,767.95,BRL,payment,89f53cab-af82-4c03-94fb-411c00ec86ef,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
32c899c9-0d67-43c3-951f-5084c66ae378,2025-10-04T12:00:00,cash,accounts_receivable,2393.63,BRL,payment,35c80bdf-d1d4-4a49-a305-5416061a3a94,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
2241ed02-b328-48ce-bb0c-118ce871b076,2025-10-04T12:00:00,cash,accounts_receivable,2897.43,BRL,payment,3b30504e-ed2d-4ca4-833a-02cae9a4ab76,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
deef8880-636b-4477-931a-6ad0085675bc,2025-10-13T12:00:00,cash,accounts_receivable,428.00,BRL,payment,85da025c-086b-458e-b225-ff47360f5fb5,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
5468feea-15c8-4915-b423-801906b8b908,2025-10-04T12:00:00,cash,accounts_receivable,1831.41,BRL,payment,31171f3d-5181-4033-85d9-de38cfe0aeed,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
aa4f002c-b64d-4974-8016-cb894509594f,2025-10-04T12:00:00,cash,accounts_receivable,1794.49,BRL,payment,05e50cf4-0f4c-4683-a6bf-837908f5359f,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
06efff5f-4503-4ab4-9a8d-49af32462970,2025-10-04T12:00:00,cash,accounts_receivable,1074.58,BRL,payment,76bd9be2-ef31-4495-b295-110ae47507fd,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
0989d717-7e33-47ce-b6ae-b481e1524fa1,2025-10-04T12:00:00,cash,accounts_receivable,2359.13,BRL,payment,5633e487-dc39-436d-9e20-382b58372ee6,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
e148cb44-d78a-47bc-9368-86333b35ee44,2025-10-04T12:00:00,cash,accounts_receivable,462.67,BRL,payment,2c00825f-a6c7-4c0e-91cd-4b9bc94f61d1,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
8c0b2721-8f92-437e-a8ef-52ca445c3b95,2025-10-09T12:00:00,cash,accounts_receivable,3331.94,BRL,payment,e9ad90e0-1852-4256-99b6-2b9f998f9bad,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
610e1b83-c378-4e7f-a8e8-b7bd7c41b3fd,2025-10-11T12:00:00,cash,accounts_receivable,3244.10,BRL,payment,5a93db4d-e29e-4c4f-9162-3b4822ee29eb,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
41f36204-249b-40f1-a352-8b5d09b323e1,2025-10-04T12:00:00,cash,accounts_receivable,1841.02,BRL,payment,12937217-e687-412b-98b4-f89a30d77c8c,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
c4246a5a-8424-4015-9b79-3a07d2732f0c,2025-10-04T12:00:00,cash,accounts_receivable,1771.73,BRL,payment,fedd63ef-2f90-4f90-8c15-b5a0b0d8e7db,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
cda21214-7108-4bea-b483-885b129b1a42,2025-10-04T12:00:00,cash,accounts_receivable,1384.03,BRL,payment,48f15bd1-2733-43a5-9d21-e2f4513864b2,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
e14a9a31-c1ac-452f-b781-605f15c2e3b6,2025-10-04T12:00:00,cash,accounts_receivable,2757.97,BRL,payment,1eb8de62-62e4-486b-96f9-8093ddd66139,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
afa3a91a-eb5d-487c-8c29-e14991990a53,2025-10-16T12:00:00,cash,accounts_receivable,744.74,BRL,payment,4941e893-2c37-4e89-aee1-1842d833f5e4,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
c8af75a0-7e54-4012-8230-c783881f4d3b,2025-10-12T12:00:00,cash,accounts_receivable,348.45,BRL,payment,ccf9859f-33af-4587-8994-73d8267bc61d,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
ddc0666d-0003-4129-b3f1-bc8db98acbb7,2025-10-04T12:00:00,cash,accounts_receivable,826.28,BRL,payment,9d42ac31-e636-4f06-aceb-d6ae2e5ce78b,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
57d99a6b-038b-49e7-8366-a7fdeafa95b2,2025-10-04T12:00:00,cash,accounts_receivable,752.99,BRL,payment,16e3fff3-ee44-4ada-8ca8-ce440edd80e6,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
38b390ba-0cc7-4bbb-9b43-b3f080b25199,2025-10-04T12:00:00,cash,accounts_receivable,1177.32,BRL,payment,8d17d99f-2953-414c-b8f5-f1d1f0b605d0,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
54f4451e-9070-4559-9f08-5036426a7fa8,2025-10-04T12:00:00,cash,accounts_receivable,2026.02,BRL,payment,d4fea6e0-20f6-419f-a508-c09a67ec0a0e,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
8c6f4462-9a12-46f7-9ac7-20e34ad4413b,2025-10-04T12:00:00,cash,accounts_receivable,296.94,BRL,payment,31e4901c-504a-4559-8a28-cd4baaa67d02,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
d9e0f3d9-441d-4771-a888-eeaa7f330d12,2025-10-18T12:00:00,cash,accounts_receivable,1689.72,BRL,payment,f5c805e6-a55d-430a-bc10-44635c3f82f5,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
3f9d3286-621c-4b5c-b04d-a794c7d0012c,2025-10-04T12:00:00,cash,accounts_receivable,1921.12,BRL,payment,8d6c8ef3-8326-4f2f-8318-dc19df8ee6e6,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
9f049859-9db8-4ccf-9dd3-d9c2a3496552,2025-10-05T12:00:00,cash,accounts_receivable,2068.60,BRL,payment,e387f2d4-ea53-4efc-9136-e1071459d473,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
28252677-ddd2-4d9d-b855-924d8da07bfa,2025-10-04T12:00:00,cash,accounts_receivable,1436.07,BRL,payment,778ffc6b-bae9-4532-adb8-f6b869f0b754,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
6298c427-f9ef-4f9f-a4b5-e18899965ecd,2025-10-13T12:00:00,cash,accounts_receivable,1420.63,BRL,payment,6235f566-772a-41aa-bb97-9a2fadda017d,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
14dc2e31-aa66-41a2-b492-1e9dc25d38f7,2025-10-04T12:00:00,cash,accounts_receivable,1909.16,BRL,payment,e63357b4-1f3a-48d7-b32c-fa0fc777e87d,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
0624811b-fb59-4564-a88d-90e8399805fc,2025-10-04T12:00:00,cash,accounts_receivable,1493.70,BRL,payment,0ade1b49-fbf3-4ce3-86f2-cc06fd51b7ee,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
a7f4b4d6-5dc8-419d-b0f0-471d3548560b,2025-10-04T12:00:00,cash,accounts_receivable,4518.40,BRL,payment,78cc03d4-bc2b-40be-a030-837f6fc60d53,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
77de4c56-792c-42ed-9842-9fa331bff9c7,2025-10-16T12:00:00,cash,accounts_receivable,1617.41,BRL,payment,63fb831e-dc9a-40dd-9019-ae37cde5a92c,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
277977ed-05da-42d6-bc30-38a0f05924fa,2025-10-04T12:00:00,cash,accounts_receivable,758.05,BRL,payment,1b5daa7c-bc22-4f2c-ac2e-b63dd2410a2d,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
58fefb88-2755-4371-a704-db5843821bba,2025-10-04T12:00:00,cash,accounts_receivable,2632.85,BRL,payment,7e4dfece-b288-4539-a9b8-7a0b4008d0dc,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
d57c8cbc-7619-4d11-8ef2-4b636b468957,2025-10-04T12:00:00,cash,accounts_receivable,1471.96,BRL,payment,4b459aaf-bc90-4232-badc-b46ed9746bd7,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
8ded7612-d9e5-4ade-864c-d9fa3983d9cb,2025-10-04T12:00:00,cash,accounts_receivable,493.14,BRL,payment,5f684c22-9756-459f-987c-e362b8eb41c8,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
3dc3a1fb-fba6-4d22-993c-f8bb236099aa,2025-10-04T12:00:00,cash,accounts_receivable,1471.43,BRL,payment,4b3d4dfa-7762-4e89-8bd0-d387fffbf27a,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
b4ce8a72-6e00-4323-8ae6-568b3f0223a4,2025-10-04T12:00:00,cash,accounts_receivable,1187.54,BRL,payment,69809874-c868-48f5-95a1-da681b961335,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
20ac577e-0979-4246-8267-da1d68d85746,2025-10-17T12:00:00,cash,accounts_receivable,778.82,BRL,payment,1c01a8c7-db32-46eb-96cd-6bf35751694e,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
6a53ad78-21cd-46dd-bcba-6f3957024caa,2025-10-04T12:00:00,cash,accounts_receivable,516.02,BRL,payment,f6c9d389-64d5-4981-a550-37b4e781ffbc,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
