offer_id,borrower,amount,rate,term_months,valid_until,status,cet,apr,fees,external_reference,trace_id,created_at,updated_at
71574aaf-ee50-4764-9b45-14dd778c5bce,af104290-dda3-43b7-a20a-140075fe962b,25028.00,0.035077,22,2025-11-04,open,0.037077,0.420924,{},PROP-71574aaf,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
02030df0-0d59-4c67-a7d1-ee85e65405ce,ff171e59-94ae-4267-97fd-7f6f69660e5a,22960.00,0.023677,22,2025-10-18,open,0.025677,0.284124,{},PROP-02030df0,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
8f73da85-b2b2-4e83-b082-0fa3339926c6,b5c7e6be-df30-4ecd-914c-604b9eec051a,7763.00,0.040591,15,2025-11-01,open,0.042591,0.487092,{},PROP-8f73da85,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
42a58fd1-0020-40f8-a8bf-8a125306ba14,7a1b35a8-1f79-4d99-a9bb-3a0fa532a66e,9857.00,0.027627,7,2025-10-16,open,0.029627,0.331524,{},PROP-42a58fd1,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
1bb6d2ef-a4af-4acc-9e9a-d53428a28c0a,77609cfd-c900-4d61-a883-82e7aca68c63,3094.00,0.044038,20,2025-10-16,open,0.046038,0.528456,{},PROP-1bb6d2ef,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
1229cb0a-c654-41cc-bbdb-348c949632e7,32c7f845-0cf0-44d4-91dc-68073611ac01,20777.00,0.028653,15,2025-10-13,open,0.030653,0.343836,{},PROP-1229cb0a,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
66fc2da3-8409-45b7-a6aa-f3f18355ed6c,59051225-d0a5-4d23-bcc0-ac1c4c819722,15012.00,0.040913,13,2025-11-09,open,0.042913,0.490956,{},PROP-66fc2da3,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
b1cecf7d-7a65-43b9-b844-dc8786709099,b3e3e52d-5f03-430a-8d5e-acfc836f97da,11807.00,0.018112,24,2025-10-17,open,0.020112,0.217344,{},PROP-b1cecf7d,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
25cd5838-efc2-462e-954a-d37465e4beb2,c1e4bc91-46fa-4c28-8357-c211afbaa98f,5057.00,0.034980,13,2025-11-15,open,0.036980,0.419760,{},PROP-25cd5838,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
3951817b-a306-449c-aabb-55702b170264,376d49eb-3e6b-4bb2-afc5-7241d1141371,5245.00,0.035797,24,2025-10-10,open,0.037797,0.429564,{},PROP-3951817b,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
2caefd8f-331d-4731-a195-374bd8355225,38ec23db-ae46-4777-9190-ab4a8ad7baf4,8527.00,0.023816,7,2025-10-20,open,0.025816,0.285792,{},PROP-2caefd8f,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
86db8e58-e4b0-41c2-8131-db504e42ce15,77bdc03f-912c-4499-a7eb-5f5139e640a2,6085.00,0.029599,22,2025-10-21,open,0.031599,0.355188,{},PROP-86db8e58,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
2aaffda3-a941-41b3-993e-d0fcbc5dc65e,154ca773-f501-4294-9c23-977ef53afac5,6787.00,0.023851,24,2025-10-24,open,0.025851,0.286212,{},PROP-2aaffda3,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
55147feb-2ff0-4e6a-bf61-dec78ec943d3,189cc111-b131-47cc-90c6-e8815779291c,27318.00,0.028605,11,2025-10-14,open,0.030605,0.343260,{},PROP-55147feb,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
a5aece75-69ea-495b-9710-ab228f6ee0d6,ed9308b2-073a-4df1-8501-36a1438d676c,9028.00,0.028959,10,2025-10-10,open,0.030959,0.347508,{},PROP-a5aece75,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
85eb489a-9556-4f52-805d-f0cb4adaaa8d,c8ac9f3e-65c9-46a2-bd03-19228955a7bf,24159.00,0.034651,19,2025-11-17,open,0.036651,0.415812,{},PROP-85eb489a,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
ae883f11-a2df-4770-9f33-6e52971e213e,c11a8433-3a67-4f2f-b4a2-4a6b149c55f3,21183.00,0.031903,13,2025-10-19,open,0.033903,0.382836,{},PROP-ae883f11,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
42bd3e0c-9221-45b9-ab09-a91f8325145d,f291c6f9-df83-4e58-b85f-72a3df71b932,11628.00,0.040203,8,2025-10-20,open,0.042203,0.482436,{},PROP-42bd3e0c,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
4d555cd1-4126-4ee9-92e7-7b3f82d4113d,95de2a83-6bc6-47d9-bb3d-e08e95155b8e,12701.00,0.022983,13,2025-11-05,open,0.024983,0.275796,{},PROP-4d555cd1,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
ce15f6c3-1081-4f31-b471-d5c47fc70c5b,f20224e0-674f-4c80-977e-7345bd62fe0f,25871.00,0.031296,14,2025-10-26,open,0.033296,0.375552,{},PROP-ce15f6c3,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
247976e5-dd1f-41b7-a435-44575dea7f66,8b3784e1-68ca-4ef3-b83b-afcb36e31ad0,10447.00,0.036347,17,2025-10-10,open,0.038347,0.436164,{},PROP-247976e5,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
602367c2-388e-4afc-a74b-cc283f8cb84c,3a5e93f3-5faa-4d1f-96cc-22d2a1de4118,12224.00,0.044672,23,2025-10-23,open,0.046672,0.536064,{},PROP-602367c2,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
114c2517-9657-449b-82ef-8599555ce263,c0c035fb-cdf8-4626-841a-a12a840684b8,22705.00,0.034339,16,2025-11-02,open,0.036339,0.412068,{},PROP-114c2517,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
ce240f36-1cb7-4b42-8cca-9d44fdfcb6bf,8cd0ac92-ef93-4055-9d7b-cbc0c63216f3,3950.00,0.037373,17,2025-10-15,open,0.039373,0.448476,{},PROP-ce240f36,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
a6b61eb8-d5f3-4d2a-80cf-a82e52a4a242,11e4bb8a-6f8c-40a5-bc13-3fc5db86be96,17901.00,0.025829,9,2025-11-09,open,0.027829,0.309948,{},PROP-a6b61eb8,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
eb92b363-4b29-489a-b40a-9c76caa690e6,bf668783-fa87-4b96-932b-b49e0d613013,12689.00,0.040481,7,2025-11-16,open,0.042481,0.485772,{},PROP-eb92b363,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
f7689b8c-2988-4542-a4d0-6cc5cc51086a,2f362b24-4828-4e7c-b472-7dae2fc7f17c,8669.00,0.023842,22,2025-10-22,open,0.025842,0.286104,{},PROP-f7689b8c,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
b28304f6-8b67-4848-9d71-73489212bd5d,33473ccd-5f47-4da8-86ca-5f60c5e700d9,10225.00,0.038352,9,2025-11-11,open,0.040352,0.460224,{},PROP-b28304f6,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
c5c86996-1549-4607-bd8e-07abbfc3fe46,0158cb90-59a1-4a75-b50b-b3fabbb16291,14664.00,0.033975,15,2025-10-15,open,0.035975,0.407700,{},PROP-c5c86996,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
9504a104-57e4-489f-9fdd-ea989773e8fd,9dcd8ff6-8dd6-45e5-9a1c-a7cf19578dae,6537.00,0.040471,9,2025-10-27,open,0.042471,0.485652,{},PROP-9504a104,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
315da61e-b62e-40e6-849b-70b4889674aa,ad9c09c5-f99a-4eb3-99ec-efbab931ec3d,29601.00,0.017163,7,2025-11-06,open,0.019163,0.205956,{},PROP-315da61e,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
79e29d99-93fd-4c4d-82c7-7e4a53e67c32,84e20876-3792-463b-80c5-9a0bbabbaa09,20483.00,0.016826,13,2025-10-13,open,0.018826,0.201912,{},PROP-79e29d99,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
cf06bc40-b90e-4004-9193-8c5a85e13967,2e7e36f4-f859-43d1-9c08-45d57220c4e9,11126.00,0.018443,9,2025-11-10,open,0.020443,0.221316,{},PROP-cf06bc40,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
5f7c4d18-9615-4890-a9a1-a9995bb58ce2,0d2de3a2-4348-4797-8834-2ccb39494793,20059.00,0.030022,6,2025-10-22,open,0.032022,0.360264,{},PROP-5f7c4d18,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
7a82333b-9772-470a-8e0e-6ba92f1a41f5,89ca1e7a-b7ca-4fbc-9be1-4319ca12c74f,19371.00,0.036674,13,2025-11-15,open,0.038674,0.440088,{},PROP-7a82333b,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
24f7b72d-e133-4f18-b326-40edef65b390,ccd454f4-547c-4f9c-beda-7cc2583c425e,27024.00,0.024282,8,2025-10-13,open,0.026282,0.291384,{},PROP-24f7b72d,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
00dd3b81-547c-4d1c-ba47-cf9bbb8ea70b,f70f93e9-f726-48d1-bbc1-a89f03e938af,15256.00,0.034245,10,2025-10-25,open,0.036245,0.410940,{},PROP-00dd3b81,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
b1f5e8ee-1535-4f38-9f64-7184eea097f0,8c660372-a3a9-4379-88b1-201933f49bc4,21788.00,0.028845,15,2025-11-16,open,0.030845,0.346140,{},PROP-b1f5e8ee,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
3f31e778-7e12-4547-9082-d18e712b508f,971b3ac3-e5ea-4c82-be61-de4909bdb69d,6928.00,0.038068,6,2025-11-14,open,0.040068,0.456816,{},PROP-3f31e778,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
9cecccba-bd64-4f13-8696-73d653360e8f,490e4392-9ab4-4cfe-af5f-f7a1f65e0c6a,21458.00,0.033065,12,2025-10-11,open,0.035065,0.396780,{},PROP-9cecccba,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
69bc83d3-d778-45f6-b3b4-a749835016b3,d1712b77-8a21-4472-a97f-545673ad519c,17615.00,0.044640,17,2025-11-18,open,0.046640,0.535680,{},PROP-69bc83d3,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
f97ab6ea-b0e0-4124-88c2-6b9d3dc4ae5c,ec325608-451b-4143-8c48-dcde0ae777b0,27002.00,0.018855,14,2025-11-13,open,0.020855,0.226260,{},PROP-f97ab6ea,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
0bc71f52-abf5-42da-89a6-058ba437cf0f,0a44f9db-baf6-4a35-aad3-4f11d42e482e,20739.00,0.017753,21,2025-11-04,open,0.019753,0.213036,{},PROP-0bc71f52,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
b96ef9e0-ebab-4418-a54c-bf63c13b994c,e234acfb-47cb-49da-82bc-3a6f0bae4ace,7207.00,0.016855,24,2025-11-12,open,0.018855,0.202260,{},PROP-b96ef9e0,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
430f021a-d74e-4807-b1d3-7eec538bb443,672e64da-7f5e-4feb-80d7-3c96fd6dfa89,27349.00,0.037829,13,2025-10-09,open,0.039829,0.453948,{},PROP-430f021a,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
36f25d38-6f1c-4e16-b2fe-a0efbb6e0aa9,3c990a2c-7581-4fc5-8712-8cada299e26f,18074.00,0.042730,11,2025-10-13,open,0.044730,0.512760,{},PROP-36f25d38,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
26ec1c79-6103-4381-972c-355eb1d22baf,62af7d5f-9584-491f-bba4-1b6f8cdd1102,25723.00,0.044186,22,2025-11-10,open,0.046186,0.530232,{},PROP-26ec1c79,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
614d700a-d1e9-4dd2-a8f7-d2993ebc7afb,14668af6-b3da-43dc-a966-7fdda29975b5,14526.00,0.024699,8,2025-11-16,open,0.026699,0.296388,{},PROP-614d700a,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
dbe210e8-9b8b-4ce9-89cc-a2931c94a8fc,6ffdd0a2-7341-4697-86ac-d8aef66df90f,2744.00,0.031880,11,2025-11-15,open,0.033880,0.382560,{},PROP-dbe210e8,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
a616145a-de88-44a7-b770-ee6b4f6500b1,d0fc0e68-0fa8-49b4-a0d5-4bc8352842dd,15687.00,0.023626,21,2025-10-14,open,0.025626,0.283512,{},PROP-a616145a,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
e7c124d2-e5db-4c09-a3d1-5aba241bcc0d,fba3cd22-2c7c-4489-8479-032efce96023,4320.00,0.025676,16,2025-11-14,open,0.027676,0.308112,{},PROP-e7c124d2,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
42a6ca7c-d11c-47e4-82e9-126308dc9089,5c000fb9-fc2c-4c92-b9c4-dfd60a6577cb,11609.00,0.036110,13,2025-10-13,open,0.038110,0.433320,{},PROP-42a6ca7c,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
bb27c97f-a870-4ea2-85a2-8111bad5720d,ff2d6d45-91ca-460d-b7d1-7d78ccea9f77,21402.00,0.017970,14,2025-10-09,open,0.019970,0.215640,{},PROP-bb27c97f,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
e757d86f-edcd-43da-a36a-8e838ca2a618,e153afcd-7b42-4146-bb0c-73b972bd5ce3,15639.00,0.038595,10,2025-10-13,open,0.040595,0.463140,{},PROP-e757d86f,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
6a679f97-fae0-4a92-bab2-260b60f37d0a,92b020a8-a255-44b4-8965-158785a680d3,3453.00,0.025735,9,2025-10-29,open,0.027735,0.308820,{},PROP-6a679f97,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
40cc299d-edad-4f44-95bd-995b0ed2c4f4,d4b0093b-7412-4f6b-b8f9-cf975a0eb78a,15103.00,0.017501,22,2025-10-24,open,0.019501,0.210012,{},PROP-40cc299d,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
ff5aaa9a-6043-455a-946d-c6cb5a7c49b3,6f9d2728-862d-498d-a418-5bcbe024173e,13770.00,0.033717,21,2025-10-22,open,0.035717,0.404604,{},PROP-ff5aaa9a,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
31b405b1-a588-4a06-ab67-fca0083cd42c,38321ec4-846c-4ff7-8ce2-8ae4ea540f22,12511.00,0.030619,12,2025-10-24,open,0.032619,0.367428,{},PROP-31b405b1,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
03fbaf7f-e8d7-498a-8983-02060b3c0731,b3feb3fc-96f8-49fd-ae98-6f7acabc0d2f,21801.00,0.033689,22,2025-11-16,open,0.035689,0.404268,{},PROP-03fbaf7f,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
5955eb08-e03c-440e-a1dd-4518066f8993,fec7f2a9-b2f7-4c94-9ce3-50ab16da4cab,28971.00,0.042400,17,2025-10-20,open,0.044400,0.508800,{},PROP-5955eb08,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
efea2f18-328c-40d7-a821-3daca68c67de,58620226-e0d4-4ba0-9b68-f971ce917afe,21617.00,0.022180,24,2025-10-09,open,0.024180,0.266160,{},PROP-efea2f18,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
104c0104-42b8-4c17-b058-d3d33e68a5d6,06fd51f9-dd2c-4c82-8a5b-1e442474d152,28256.00,0.021636,12,2025-11-15,open,0.023636,0.259632,{},PROP-104c0104,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
5ff44988-fa54-4c4a-a68a-d591423469c9,55072da0-b811-476a-9745-90aa6a9a9f82,11202.00,0.044960,23,2025-10-31,open,0.046960,0.539520,{},PROP-5ff44988,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
28e5a814-a794-47db-a0e9-3366e12670d9,4c0ac1a5-f2d5-42e3-b6d8-4c67f54f51a8,18922.00,0.029667,18,2025-10-10,open,0.031667,0.356004,{},PROP-28e5a814,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
68c7b33e-db95-4750-b86f-7b71654c143c,6bcaf023-3dea-41fe-99fa-25217b6246a5,23830.00,0.043627,7,2025-10-22,open,0.045627,0.523524,{},PROP-68c7b33e,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
a8e2bfac-7cff-4af0-9fdd-b26d33070432,30bbf064-0716-494f-bb82-48db5ed62955,8007.00,0.036882,10,2025-10-29,open,0.038882,0.442584,{},PROP-a8e2bfac,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
5ec2e46e-39b6-4680-bbc5-df8a6567040f,36ce335b-5bae-404a-99db-a3f0079ab204,23942.00,0.027547,10,2025-10-10,open,0.029547,0.330564,{},PROP-5ec2e46e,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
65715a40-be79-42a5-b82b-b939c42c3867,8cfe853c-2152-43a2-aba9-f9e7e7cde26a,10940.00,0.036348,17,2025-11-15,open,0.038348,0.436176,{},PROP-65715a40,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
049abed6-1345-4176-8e57-7e2a9f4ec52c,3749369a-5e27-4a8b-ba6d-e3344a181866,12526.00,0.022756,14,2025-10-13,open,0.024756,0.273072,{},PROP-049abed6,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
0033f658-75e2-48dc-9e22-e3b77ab61201,bd90c85d-736f-4d93-9f37-4363e4f76e78,14300.00,0.027104,17,2025-10-12,open,0.029104,0.325248,{},PROP-0033f658,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
db23cf3f-ac2f-4b7a-bd16-bc0cb7ad2f41,0870b8b8-446c-4179-9e53-61109ca02230,14151.00,0.019329,23,2025-10-21,open,0.021329,0.231948,{},PROP-db23cf3f,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
a3e17abe-c4d6-4c74-98e9-d1759e4aaf08,d3898ba3-d4a7-4890-81da-8f317e5ad546,26459.00,0.040833,15,2025-10-21,open,0.042833,0.489996,{},PROP-a3e17abe,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
b25dc9f8-0ab7-4f78-8c3d-d7b931b74288,e142dcaf-a58b-4ad1-bd20-5a31eeb52620,25619.00,0.030996,7,2025-11-09,open,0.032996,0.371952,{},PROP-b25dc9f8,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
065d61cc-58fa-486f-a33f-e1307f7e8060,9d958123-1853-4d7f-a01d-cfac370743dd,26260.00,0.033753,11,2025-10-28,open,0.035753,0.405036,{},PROP-065d61cc,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
b4a1437c-10c4-41c1-913b-67984c5a0d6d,0fe4d07e-9e25-4f43-9494-c53159050a8d,13872.00,0.031141,10,2025-11-07,open,0.033141,0.373692,{},PROP-b4a1437c,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
23969437-e8d9-45b2-9d06-95b30d2598f8,7194655f-8fcb-47dd-b3b5-78404e47684a,7185.00,0.034739,14,2025-11-14,open,0.036739,0.416868,{},PROP-23969437,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
f3c8561d-d083-40c1-92d5-1d97b06baff9,8e445faf-3002-416f-a28c-005aa9441a7e,24011.00,0.044094,20,2025-11-15,open,0.046094,0.529128,{},PROP-f3c8561d,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
3295f524-3229-4a78-84c3-aad425f5c862,8d8eee0c-be46-48c7-a5be-cbd624164574,21382.00,0.030262,15,2025-11-17,open,0.032262,0.363144,{},PROP-3295f524,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
73c16dc0-3ba6-4e8d-ae21-3da133decc9b,e15c0f8f-dae6-4e95-917b-4ad7bbf40ace,8610.00,0.023899,9,2025-11-14,open,0.025899,0.286788,{},PROP-73c16dc0,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
bff89316-4340-453d-a1f5-33320770b516,cb67cdfe-7a1b-4f4e-8234-2a82277a03c3,10578.00,0.037277,24,2025-10-09,open,0.039277,0.447324,{},PROP-bff89316,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00
